SampleID,Tissues,Description,EXTEND Scores
GTEX-183FY-0126-SM-7LT9P,Skin_SunExposed,Skin_SunExposed,0.521786789
GTEX-ZXG5-0126-SM-5GIEU,Skin_SunExposed,Skin_SunExposed,0.522071077
GTEX-11O72-0126-SM-59887,Skin_SunExposed,Skin_SunExposed,0.522158569
GTEX-WXYG-2326-SM-4E3I6,Skin_SunExposed,Skin_SunExposed,0.522272339
GTEX-17GQL-2026-SM-718BA,Skin_SunExposed,Skin_SunExposed,0.522842177
GTEX-ZV6S-2326-SM-4YCEY,Skin_SunExposed,Skin_SunExposed,0.522842451
GTEX-PWCY-1826-SM-5SI7U,Skin_SunExposed,Skin_SunExposed,0.523170721
GTEX-QVJO-1626-SM-2S1QW,Skin_SunExposed,Skin_SunExposed,0.523233839
GTEX-OIZH-0126-SM-2HMIS,Skin_SunExposed,Skin_SunExposed,0.523904043
GTEX-144GL-0126-SM-5TDE2,Skin_SunExposed,Skin_SunExposed,0.524342923
GTEX-1C2JI-1826-SM-73KXC,Skin_SunExposed,Skin_SunExposed,0.524398637
GTEX-TML8-1926-SM-32QOS,Skin_SunExposed,Skin_SunExposed,0.524725996
GTEX-15DCD-0126-SM-7KUEK,Skin_SunExposed,Skin_SunExposed,0.525060889
GTEX-Y5V5-2326-SM-4V6GA,Skin_SunExposed,Skin_SunExposed,0.52527877
GTEX-14LLW-0126-SM-6LLIO,Skin_SunExposed,Skin_SunExposed,0.526518363
GTEX-11TTK-0126-SM-5987B,Skin_SunExposed,Skin_SunExposed,0.527263801
GTEX-U8T8-0126-SM-3DB94,Skin_SunExposed,Skin_SunExposed,0.527338638
GTEX-11LCK-1026-SM-5A5KB,Skin_SunExposed,Skin_SunExposed,0.527419702
GTEX-X88G-0126-SM-47JZ3,Skin_SunExposed,Skin_SunExposed,0.528149019
GTEX-17EVQ-0226-SM-7LG4P,Skin_SunExposed,Skin_SunExposed,0.529346156
GTEX-X62O-0126-SM-4E3JN,Skin_SunExposed,Skin_SunExposed,0.529666318
GTEX-PLZ5-2026-SM-2S1O4,Skin_SunExposed,Skin_SunExposed,0.530227854
GTEX-QCQG-1726-SM-3GIJ9,Skin_SunExposed,Skin_SunExposed,0.530397619
GTEX-1211K-2026-SM-5EQ4Z,Skin_SunExposed,Skin_SunExposed,0.530707429
GTEX-WOFL-0126-SM-3MJG2,Skin_SunExposed,Skin_SunExposed,0.530786055
GTEX-ZDTS-0126-SM-4WAY5,Skin_SunExposed,Skin_SunExposed,0.530793284
GTEX-1CAMQ-0226-SM-7IGPK,Skin_SunExposed,Skin_SunExposed,0.531120679
GTEX-145LV-2126-SM-5LU8N,Skin_SunExposed,Skin_SunExposed,0.531432979
GTEX-XPVG-2626-SM-4B669,Skin_SunExposed,Skin_SunExposed,0.531611848
GTEX-14E6E-1826-SM-5S2R7,Skin_SunExposed,Skin_SunExposed,0.532546076
GTEX-1314G-1526-SM-5EGK2,Skin_SunExposed,Skin_SunExposed,0.532693892
GTEX-ZVT2-2526-SM-51MT1,Skin_SunExposed,Skin_SunExposed,0.533142703
GTEX-145LT-1726-SM-5QGP3,Skin_SunExposed,Skin_SunExposed,0.533235474
GTEX-13CF2-2526-SM-5LZYX,Skin_SunExposed,Skin_SunExposed,0.533482885
GTEX-13FTW-2626-SM-5K7WL,Skin_SunExposed,Skin_SunExposed,0.533708766
GTEX-YEC4-2126-SM-5IFJH,Skin_SunExposed,Skin_SunExposed,0.534156764
GTEX-VJWN-0126-SM-3GIK7,Skin_SunExposed,Skin_SunExposed,0.534320463
GTEX-UJHI-1526-SM-3DB99,Skin_SunExposed,Skin_SunExposed,0.534415315
GTEX-RN64-0126-SM-2TC68,Skin_SunExposed,Skin_SunExposed,0.534482294
GTEX-U3ZM-1526-SM-3DB9D,Skin_SunExposed,Skin_SunExposed,0.536005008
GTEX-12WSA-0226-SM-5BC5V,Skin_SunExposed,Skin_SunExposed,0.536140868
GTEX-XUW1-0426-SM-4BOOT,Skin_SunExposed,Skin_SunExposed,0.536192532
GTEX-QV44-1926-SM-2S1RF,Skin_SunExposed,Skin_SunExposed,0.536766871
GTEX-146FQ-0126-SM-5NQA9,Skin_SunExposed,Skin_SunExposed,0.53705796
GTEX-QDVJ-1726-SM-2I5FX,Skin_SunExposed,Skin_SunExposed,0.5373561
GTEX-ZE7O-0126-SM-57WC1,Skin_SunExposed,Skin_SunExposed,0.537904327
GTEX-13NZ8-0826-SM-5MR3I,Skin_SunExposed,Skin_SunExposed,0.538478649
GTEX-YJ8A-0426-SM-5IFID,Skin_SunExposed,Skin_SunExposed,0.538785643
GTEX-1E1VI-0126-SM-7DHMZ,Skin_SunExposed,Skin_SunExposed,0.539593236
GTEX-13NYC-0326-SM-5K7WP,Skin_SunExposed,Skin_SunExposed,0.539729523
GTEX-1C4CL-0526-SM-73KVK,Skin_SunExposed,Skin_SunExposed,0.54005337
GTEX-RTLS-0126-SM-447CA,Skin_SunExposed,Skin_SunExposed,0.540083208
GTEX-OXRP-0126-SM-3NB32,Skin_SunExposed,Skin_SunExposed,0.54029872
GTEX-ZYY3-0126-SM-5GZY5,Skin_SunExposed,Skin_SunExposed,0.541400893
GTEX-12WSG-2826-SM-5FQUS,Skin_SunExposed,Skin_SunExposed,0.541718249
GTEX-148VJ-0126-SM-5TDDN,Skin_SunExposed,Skin_SunExposed,0.542218014
GTEX-117YW-2626-SM-5GZZH,Skin_SunExposed,Skin_SunExposed,0.54251205
GTEX-12WSL-2526-SM-5GCNJ,Skin_SunExposed,Skin_SunExposed,0.542658519
GTEX-P44H-0226-SM-2XCEU,Skin_SunExposed,Skin_SunExposed,0.542811412
GTEX-14PII-0226-SM-6EU1T,Skin_SunExposed,Skin_SunExposed,0.543871738
GTEX-13OVJ-0126-SM-5KM36,Skin_SunExposed,Skin_SunExposed,0.543932649
GTEX-147F4-0226-SM-5QGPW,Skin_SunExposed,Skin_SunExposed,0.544802481
GTEX-14C5O-0126-SM-5SI6N,Skin_SunExposed,Skin_SunExposed,0.54490791
GTEX-XXEK-2226-SM-4BRUM,Skin_SunExposed,Skin_SunExposed,0.545564869
GTEX-XAJ8-0826-SM-47JY6,Skin_SunExposed,Skin_SunExposed,0.545974233
GTEX-17MF6-0126-SM-7LG4F,Skin_SunExposed,Skin_SunExposed,0.546045602
GTEX-13QJ3-0326-SM-5S2RA,Skin_SunExposed,Skin_SunExposed,0.546258075
GTEX-11XUK-2026-SM-5EQLF,Skin_SunExposed,Skin_SunExposed,0.546342842
GTEX-14PN4-0126-SM-6EU2V,Skin_SunExposed,Skin_SunExposed,0.546564207
GTEX-14PJ3-1826-SM-62LEX,Skin_SunExposed,Skin_SunExposed,0.546763132
GTEX-14753-0426-SM-5NQAM,Skin_SunExposed,Skin_SunExposed,0.546948564
GTEX-13O21-1426-SM-5K7XI,Skin_SunExposed,Skin_SunExposed,0.547151548
GTEX-X4EP-0126-SM-3P5YV,Skin_SunExposed,Skin_SunExposed,0.547291246
GTEX-11DZ1-0126-SM-5985Q,Skin_SunExposed,Skin_SunExposed,0.54786956
GTEX-QLQ7-1626-SM-2S1R8,Skin_SunExposed,Skin_SunExposed,0.548263938
GTEX-1C6VS-0526-SM-7DUEN,Skin_SunExposed,Skin_SunExposed,0.548809566
GTEX-11DXZ-2326-SM-5EGGV,Skin_SunExposed,Skin_SunExposed,0.548991316
GTEX-PLZ6-1426-SM-5S2TR,Skin_SunExposed,Skin_SunExposed,0.549453684
GTEX-Y8LW-1826-SM-5S2MV,Skin_SunExposed,Skin_SunExposed,0.549718938
GTEX-1C6VR-2426-SM-79OLD,Skin_SunExposed,Skin_SunExposed,0.5498771
GTEX-13FHO-0226-SM-5IFGY,Skin_SunExposed,Skin_SunExposed,0.55040959
GTEX-ZPIC-1726-SM-57WF2,Skin_SunExposed,Skin_SunExposed,0.550447166
GTEX-Y8E4-0626-SM-4WWDL,Skin_SunExposed,Skin_SunExposed,0.550482431
GTEX-PX3G-0126-SM-2I3EN,Skin_SunExposed,Skin_SunExposed,0.550751397
GTEX-14BIL-0126-SM-5SI92,Skin_SunExposed,Skin_SunExposed,0.550856948
GTEX-WYVS-2126-SM-3NMA3,Skin_SunExposed,Skin_SunExposed,0.551028187
GTEX-1192X-0226-SM-5H12D,Skin_SunExposed,Skin_SunExposed,0.551100063
GTEX-1AMEY-1326-SM-73KYK,Skin_SunExposed,Skin_SunExposed,0.551405098
GTEX-ZYT6-0226-SM-5NQ6T,Skin_SunExposed,Skin_SunExposed,0.552007299
GTEX-TMMY-0226-SM-33HBA,Skin_SunExposed,Skin_SunExposed,0.5520083
GTEX-ZDTT-2726-SM-4WKF8,Skin_SunExposed,Skin_SunExposed,0.552176156
GTEX-17HHY-0126-SM-7LG5D,Skin_SunExposed,Skin_SunExposed,0.552258244
GTEX-13113-5016-SM-7EPIP,Skin_SunExposed,Skin_SunExposed,0.552300029
GTEX-T6MO-1626-SM-32QOM,Skin_SunExposed,Skin_SunExposed,0.55240038
GTEX-X5EB-2226-SM-46MW4,Skin_SunExposed,Skin_SunExposed,0.552828536
GTEX-17F98-0626-SM-79OMX,Skin_SunExposed,Skin_SunExposed,0.552862122
GTEX-18QFQ-0126-SM-731BE,Skin_SunExposed,Skin_SunExposed,0.553106253
GTEX-T6MN-0126-SM-32PLP,Skin_SunExposed,Skin_SunExposed,0.553149626
GTEX-XBED-2226-SM-47JYQ,Skin_SunExposed,Skin_SunExposed,0.553459214
GTEX-RWS6-2026-SM-2XCB5,Skin_SunExposed,Skin_SunExposed,0.553462611
GTEX-11WQK-0526-SM-5EQLD,Skin_SunExposed,Skin_SunExposed,0.554042391
GTEX-144GN-2326-SM-5LU4F,Skin_SunExposed,Skin_SunExposed,0.554094683
GTEX-147GR-0526-SM-5S2MY,Skin_SunExposed,Skin_SunExposed,0.554347285
GTEX-QESD-1426-SM-2S1R9,Skin_SunExposed,Skin_SunExposed,0.554582606
GTEX-QDT8-0126-SM-48TZ1,Skin_SunExposed,Skin_SunExposed,0.556140413
GTEX-111VG-2426-SM-5GZXD,Skin_SunExposed,Skin_SunExposed,0.556149019
GTEX-17EVP-0326-SM-7DHLG,Skin_SunExposed,Skin_SunExposed,0.556238869
GTEX-14DAQ-0126-SM-5S2MQ,Skin_SunExposed,Skin_SunExposed,0.556820189
GTEX-13SLW-0126-SM-5SI6C,Skin_SunExposed,Skin_SunExposed,0.557954844
GTEX-OXRL-0126-SM-2YUMP,Skin_SunExposed,Skin_SunExposed,0.558457132
GTEX-13D11-2426-SM-5KM1V,Skin_SunExposed,Skin_SunExposed,0.559926369
GTEX-X261-0126-SM-3NMD6,Skin_SunExposed,Skin_SunExposed,0.561160492
GTEX-17HGU-0226-SM-7DHKV,Skin_SunExposed,Skin_SunExposed,0.561263544
GTEX-1BAJH-0526-SM-793CQ,Skin_SunExposed,Skin_SunExposed,0.561349228
GTEX-SN8G-0126-SM-32PLI,Skin_SunExposed,Skin_SunExposed,0.561446049
GTEX-16XZZ-0126-SM-793DV,Skin_SunExposed,Skin_SunExposed,0.562136649
GTEX-15F5U-1526-SM-6PANO,Skin_SunExposed,Skin_SunExposed,0.562843684
GTEX-14PJM-0226-SM-62LF1,Skin_SunExposed,Skin_SunExposed,0.562947481
GTEX-ZQG8-1626-SM-5HL6H,Skin_SunExposed,Skin_SunExposed,0.56341778
GTEX-13RTJ-2426-SM-5S2Q2,Skin_SunExposed,Skin_SunExposed,0.563686372
GTEX-18A6Q-0126-SM-731BZ,Skin_SunExposed,Skin_SunExposed,0.563756154
GTEX-1A3MX-0126-SM-731BR,Skin_SunExposed,Skin_SunExposed,0.564502471
GTEX-TMZS-0126-SM-3DB9Q,Skin_SunExposed,Skin_SunExposed,0.56489016
GTEX-15CHC-2126-SM-6EU21,Skin_SunExposed,Skin_SunExposed,0.565307527
GTEX-13OVL-0226-SM-5L3E9,Skin_SunExposed,Skin_SunExposed,0.565357784
GTEX-145MI-0526-SM-5O9A8,Skin_SunExposed,Skin_SunExposed,0.565825377
GTEX-131XG-2626-SM-5KM17,Skin_SunExposed,Skin_SunExposed,0.566186061
GTEX-13CF3-2426-SM-5IFGX,Skin_SunExposed,Skin_SunExposed,0.566429343
GTEX-15EU6-0426-SM-6PAN5,Skin_SunExposed,Skin_SunExposed,0.566620753
GTEX-1399T-2826-SM-5KLYZ,Skin_SunExposed,Skin_SunExposed,0.567168885
GTEX-ZVZP-2426-SM-59HKJ,Skin_SunExposed,Skin_SunExposed,0.567190031
GTEX-16NGA-1726-SM-731B4,Skin_SunExposed,Skin_SunExposed,0.56723475
GTEX-1C475-1826-SM-73KWA,Skin_SunExposed,Skin_SunExposed,0.56728494
GTEX-YB5E-2026-SM-5IFIS,Skin_SunExposed,Skin_SunExposed,0.568124574
GTEX-13NZA-0226-SM-5K7Z7,Skin_SunExposed,Skin_SunExposed,0.568439113
GTEX-14E6D-0126-SM-62LDV,Skin_SunExposed,Skin_SunExposed,0.568478729
GTEX-YF7O-2326-101833-SM-5CVN9,Skin_SunExposed,Skin_SunExposed,0.569211326
GTEX-117XS-2726-SM-5N9BL,Skin_SunExposed,Skin_SunExposed,0.569433074
GTEX-11ZTT-2426-SM-5EQLS,Skin_SunExposed,Skin_SunExposed,0.570007834
GTEX-13PVR-2326-SM-5QGR1,Skin_SunExposed,Skin_SunExposed,0.570342043
GTEX-U8XE-0326-SM-3DB8P,Skin_SunExposed,Skin_SunExposed,0.570636303
GTEX-X585-0226-SM-4QAS2,Skin_SunExposed,Skin_SunExposed,0.572324857
GTEX-ZP4G-2426-SM-57WEY,Skin_SunExposed,Skin_SunExposed,0.572713059
GTEX-13VXT-0126-SM-5LU4I,Skin_SunExposed,Skin_SunExposed,0.572737162
GTEX-SJXC-0126-SM-2XCFF,Skin_SunExposed,Skin_SunExposed,0.573170789
GTEX-13X6H-2126-SM-7EWD5,Skin_SunExposed,Skin_SunExposed,0.573504422
GTEX-X4XX-0126-SM-3NMC2,Skin_SunExposed,Skin_SunExposed,0.573916871
GTEX-ZAK1-0126-SM-5IJD3,Skin_SunExposed,Skin_SunExposed,0.574166721
GTEX-13RTK-1426-SM-5QGQJ,Skin_SunExposed,Skin_SunExposed,0.574388999
GTEX-1399U-2326-SM-5K7WY,Skin_SunExposed,Skin_SunExposed,0.57446643
GTEX-14A6H-0126-SM-5QGPK,Skin_SunExposed,Skin_SunExposed,0.574765588
GTEX-Q2AG-0126-SM-33HBV,Skin_SunExposed,Skin_SunExposed,0.574967531
GTEX-11GS4-2726-SM-5A5LE,Skin_SunExposed,Skin_SunExposed,0.574983853
GTEX-1B8SG-0126-SM-73KZ3,Skin_SunExposed,Skin_SunExposed,0.575019333
GTEX-1AX9J-0226-SM-73KXM,Skin_SunExposed,Skin_SunExposed,0.575077153
GTEX-11EQ9-2426-SM-5HL5T,Skin_SunExposed,Skin_SunExposed,0.575247257
GTEX-11EI6-0126-SM-5985R,Skin_SunExposed,Skin_SunExposed,0.576055699
GTEX-145ME-1826-SM-5SI9G,Skin_SunExposed,Skin_SunExposed,0.576535432
GTEX-131XH-2226-SM-5DUXJ,Skin_SunExposed,Skin_SunExposed,0.576545334
GTEX-16GPK-0126-SM-7DHLE,Skin_SunExposed,Skin_SunExposed,0.577073671
GTEX-1128S-2326-SM-5GZZY,Skin_SunExposed,Skin_SunExposed,0.577081477
GTEX-13OW7-0126-SM-5MR3B,Skin_SunExposed,Skin_SunExposed,0.577258008
GTEX-17MFQ-1726-SM-793C7,Skin_SunExposed,Skin_SunExposed,0.577276869
GTEX-13OW5-0126-SM-5MR3A,Skin_SunExposed,Skin_SunExposed,0.577491479
GTEX-11UD1-0126-SM-5PNYG,Skin_SunExposed,Skin_SunExposed,0.57857306
GTEX-16YQH-0126-SM-7DUFJ,Skin_SunExposed,Skin_SunExposed,0.578969363
GTEX-15RIG-0226-SM-7KFTL,Skin_SunExposed,Skin_SunExposed,0.579060747
GTEX-13FH7-2026-SM-5IJCR,Skin_SunExposed,Skin_SunExposed,0.579192468
GTEX-X4EO-0326-SM-3P5YO,Skin_SunExposed,Skin_SunExposed,0.579509456
GTEX-WFG8-2226-SM-3GIL9,Skin_SunExposed,Skin_SunExposed,0.580244991
GTEX-139UW-2826-SM-5L3E7,Skin_SunExposed,Skin_SunExposed,0.58033191
GTEX-15SDE-2226-SM-7IGLO,Skin_SunExposed,Skin_SunExposed,0.580507164
GTEX-ZZ64-1726-SM-5GZYB,Skin_SunExposed,Skin_SunExposed,0.580691726
GTEX-11OC5-0126-SM-5HL6A,Skin_SunExposed,Skin_SunExposed,0.581196417
GTEX-ZU9S-0226-SM-5E441,Skin_SunExposed,Skin_SunExposed,0.581249091
GTEX-11GSO-2426-SM-5A5LY,Skin_SunExposed,Skin_SunExposed,0.581560388
GTEX-Y5V6-2426-SM-4VDSB,Skin_SunExposed,Skin_SunExposed,0.581609513
GTEX-1A3MW-0126-SM-73KXX,Skin_SunExposed,Skin_SunExposed,0.581809808
GTEX-1CB4E-2226-SM-793DC,Skin_SunExposed,Skin_SunExposed,0.581811526
GTEX-U3ZN-2326-SM-3DB7W,Skin_SunExposed,Skin_SunExposed,0.582286693
GTEX-1CB4I-0226-SM-79OLH,Skin_SunExposed,Skin_SunExposed,0.582331902
GTEX-13U4I-0126-SM-5LU38,Skin_SunExposed,Skin_SunExposed,0.58380949
GTEX-15ER7-0326-SM-7KUEV,Skin_SunExposed,Skin_SunExposed,0.584046292
GTEX-131XW-0426-SM-5LZWP,Skin_SunExposed,Skin_SunExposed,0.584244991
GTEX-139TT-0126-SM-5K7Y5,Skin_SunExposed,Skin_SunExposed,0.584375242
GTEX-ZYW4-0126-SM-5E44A,Skin_SunExposed,Skin_SunExposed,0.585776653
GTEX-1269C-2526-SM-5EGJ3,Skin_SunExposed,Skin_SunExposed,0.585849232
GTEX-18A7A-0226-SM-718BH,Skin_SunExposed,Skin_SunExposed,0.586400909
GTEX-17HHE-2026-SM-79OKF,Skin_SunExposed,Skin_SunExposed,0.586436294
GTEX-1AMFI-2026-SM-731BH,Skin_SunExposed,Skin_SunExposed,0.587066143
GTEX-YJ89-0126-SM-4TT3X,Skin_SunExposed,Skin_SunExposed,0.5870702
GTEX-13O3O-0126-SM-5KM4E,Skin_SunExposed,Skin_SunExposed,0.587541152
GTEX-14JG6-2226-SM-6EU2G,Skin_SunExposed,Skin_SunExposed,0.588265472
GTEX-WZTO-0126-SM-3NM95,Skin_SunExposed,Skin_SunExposed,0.589028673
GTEX-13N1W-0126-SM-5K7VT,Skin_SunExposed,Skin_SunExposed,0.590444465
GTEX-15DYW-0126-SM-7KULE,Skin_SunExposed,Skin_SunExposed,0.590826397
GTEX-13W3W-2426-SM-5LU5B,Skin_SunExposed,Skin_SunExposed,0.590908209
GTEX-ZWKS-0126-SM-5SIAA,Skin_SunExposed,Skin_SunExposed,0.591231704
GTEX-11DXY-2626-SM-5GIE7,Skin_SunExposed,Skin_SunExposed,0.591319623
GTEX-13OVG-1926-SM-5L3DK,Skin_SunExposed,Skin_SunExposed,0.591836047
GTEX-WYJK-0126-SM-3NMAB,Skin_SunExposed,Skin_SunExposed,0.591994286
GTEX-Y3I4-2126-SM-4TT7C,Skin_SunExposed,Skin_SunExposed,0.593262407
GTEX-YFC4-0126-SM-5CVLY,Skin_SunExposed,Skin_SunExposed,0.593759196
GTEX-ZV68-0126-SM-59HKS,Skin_SunExposed,Skin_SunExposed,0.594219613
GTEX-ZE9C-2726-SM-57WB5,Skin_SunExposed,Skin_SunExposed,0.59450719
GTEX-PVOW-0126-SM-2XCFA,Skin_SunExposed,Skin_SunExposed,0.594939767
GTEX-144FL-0126-SM-5TDC8,Skin_SunExposed,Skin_SunExposed,0.59568288
GTEX-18D9B-0526-SM-7LTAS,Skin_SunExposed,Skin_SunExposed,0.595839177
GTEX-12ZZZ-0626-SM-5DUXI,Skin_SunExposed,Skin_SunExposed,0.596013636
GTEX-SIU8-0126-SM-2XCDT,Skin_SunExposed,Skin_SunExposed,0.596878747
GTEX-U412-0426-SM-3DB9O,Skin_SunExposed,Skin_SunExposed,0.596934466
GTEX-R3RS-0126-SM-3GIJL,Skin_SunExposed,Skin_SunExposed,0.597504527
GTEX-14PJ6-2126-SM-6EU1V,Skin_SunExposed,Skin_SunExposed,0.597610526
GTEX-Z9EW-1626-SM-5CVMN,Skin_SunExposed,Skin_SunExposed,0.59766016
GTEX-14PK6-1926-SM-6ETZU,Skin_SunExposed,Skin_SunExposed,0.597833489
GTEX-13NYB-2526-SM-5K7Z6,Skin_SunExposed,Skin_SunExposed,0.598029973
GTEX-13111-1626-SM-5EGJY,Skin_SunExposed,Skin_SunExposed,0.599106242
GTEX-14E7W-0126-SM-6LLJ9,Skin_SunExposed,Skin_SunExposed,0.599202007
GTEX-13S7M-0126-SM-5SI6A,Skin_SunExposed,Skin_SunExposed,0.599260944
GTEX-139T8-0126-SM-5K7XZ,Skin_SunExposed,Skin_SunExposed,0.599468545
GTEX-RWSA-0126-SM-2XCBB,Skin_SunExposed,Skin_SunExposed,0.599752166
GTEX-ZVT3-0126-SM-5GU6I,Skin_SunExposed,Skin_SunExposed,0.599805362
GTEX-148VI-1626-SM-5SI6E,Skin_SunExposed,Skin_SunExposed,0.599832735
GTEX-139TU-0126-SM-5K7WH,Skin_SunExposed,Skin_SunExposed,0.600135826
GTEX-RNOR-0126-SM-2TF57,Skin_SunExposed,Skin_SunExposed,0.600550029
GTEX-13O3Q-2426-SM-5IJBR,Skin_SunExposed,Skin_SunExposed,0.600724639
GTEX-XQ3S-1526-SM-4BOOC,Skin_SunExposed,Skin_SunExposed,0.601902947
GTEX-ZDXO-3026-SM-5J1N5,Skin_SunExposed,Skin_SunExposed,0.603083097
GTEX-11ZU8-2526-SM-5EQKI,Skin_SunExposed,Skin_SunExposed,0.603595815
GTEX-R55E-0126-SM-2TC5Y,Skin_SunExposed,Skin_SunExposed,0.603765209
GTEX-12WSE-0526-SM-793B2,Skin_SunExposed,Skin_SunExposed,0.603955744
GTEX-11H98-0126-SM-5EGHG,Skin_SunExposed,Skin_SunExposed,0.604292019
GTEX-139TS-2826-SM-5J1OO,Skin_SunExposed,Skin_SunExposed,0.604478533
GTEX-T2IS-0126-SM-4DM6O,Skin_SunExposed,Skin_SunExposed,0.604981379
GTEX-13FHP-0126-SM-5IJBG,Skin_SunExposed,Skin_SunExposed,0.605585868
GTEX-12126-0326-SM-5PNW3,Skin_SunExposed,Skin_SunExposed,0.606491803
GTEX-15DDE-0126-SM-6LPKH,Skin_SunExposed,Skin_SunExposed,0.606649211
GTEX-11DXW-0226-SM-5H122,Skin_SunExposed,Skin_SunExposed,0.607330179
GTEX-12ZZX-0126-SM-5EGK9,Skin_SunExposed,Skin_SunExposed,0.607404088
GTEX-1399R-2726-SM-5IJBA,Skin_SunExposed,Skin_SunExposed,0.607498126
GTEX-1313W-0126-SM-5LZUN,Skin_SunExposed,Skin_SunExposed,0.608693805
GTEX-WFON-2126-SM-3LK7O,Skin_SunExposed,Skin_SunExposed,0.608838296
GTEX-13X6I-0626-SM-5QGP9,Skin_SunExposed,Skin_SunExposed,0.609036014
GTEX-ZF2S-2326-SM-4WWCE,Skin_SunExposed,Skin_SunExposed,0.609773532
GTEX-14ABY-0226-SM-5TDCQ,Skin_SunExposed,Skin_SunExposed,0.610262677
GTEX-ZVZO-0126-SM-5A5L9,Skin_SunExposed,Skin_SunExposed,0.610780391
GTEX-14A5I-0126-SM-5TDEA,Skin_SunExposed,Skin_SunExposed,0.611147498
GTEX-ZYFC-0226-SM-5NQ75,Skin_SunExposed,Skin_SunExposed,0.612173103
GTEX-16XZY-2126-SM-79OK1,Skin_SunExposed,Skin_SunExposed,0.612737604
GTEX-13FTY-0526-SM-5L3EV,Skin_SunExposed,Skin_SunExposed,0.613759592
GTEX-145LS-0126-SM-5QGP1,Skin_SunExposed,Skin_SunExposed,0.615163224
GTEX-13PDP-0126-SM-5L3HD,Skin_SunExposed,Skin_SunExposed,0.615563411
GTEX-15SHU-0126-SM-7KUEH,Skin_SunExposed,Skin_SunExposed,0.616709122
GTEX-1212Z-2526-SM-5EGKP,Skin_SunExposed,Skin_SunExposed,0.616792566
GTEX-XBEW-0626-SM-4QASP,Skin_SunExposed,Skin_SunExposed,0.616841657
GTEX-17JCI-0126-SM-7LG5G,Skin_SunExposed,Skin_SunExposed,0.617755987
GTEX-PWO3-1526-SM-48TCM,Skin_SunExposed,Skin_SunExposed,0.618219687
GTEX-139T4-0226-SM-5HL5S,Skin_SunExposed,Skin_SunExposed,0.619082724
GTEX-Y111-0126-SM-4SOIV,Skin_SunExposed,Skin_SunExposed,0.619575289
GTEX-13IVO-0126-SM-5J1NG,Skin_SunExposed,Skin_SunExposed,0.620661973
GTEX-147F3-0526-SM-5SI98,Skin_SunExposed,Skin_SunExposed,0.620821682
GTEX-15G19-0126-SM-6PANQ,Skin_SunExposed,Skin_SunExposed,0.62298372
GTEX-S7SE-0126-SM-2XCD5,Skin_SunExposed,Skin_SunExposed,0.623259717
GTEX-1122O-2126-SM-5EGIR,Skin_SunExposed,Skin_SunExposed,0.624341722
GTEX-13VXU-0126-SM-5SI9F,Skin_SunExposed,Skin_SunExposed,0.625433229
GTEX-13PVQ-0126-SM-5SIB4,Skin_SunExposed,Skin_SunExposed,0.626249153
GTEX-13OVK-2026-SM-7KUEO,Skin_SunExposed,Skin_SunExposed,0.626821473
GTEX-12KS4-0326-SM-5EQ41,Skin_SunExposed,Skin_SunExposed,0.626988348
GTEX-13112-2826-SM-5DUWH,Skin_SunExposed,Skin_SunExposed,0.627415497
GTEX-13X6J-0126-SM-5QGOU,Skin_SunExposed,Skin_SunExposed,0.627422522
GTEX-13G51-2526-SM-5LZYK,Skin_SunExposed,Skin_SunExposed,0.629285193
GTEX-Y114-2426-SM-4TT8A,Skin_SunExposed,Skin_SunExposed,0.62935809
GTEX-17F96-1626-SM-7DUFL,Skin_SunExposed,Skin_SunExposed,0.629871033
GTEX-1C64N-0126-SM-793D7,Skin_SunExposed,Skin_SunExposed,0.631266122
GTEX-S32W-2126-SM-2XCB1,Skin_SunExposed,Skin_SunExposed,0.632534532
GTEX-16NPX-0226-SM-79OMT,Skin_SunExposed,Skin_SunExposed,0.633977877
GTEX-1B97I-1626-SM-73KYO,Skin_SunExposed,Skin_SunExposed,0.635014993
GTEX-111FC-0126-SM-5N9DL,Skin_SunExposed,Skin_SunExposed,0.635048666
GTEX-13OW8-1326-SM-5J1OW,Skin_SunExposed,Skin_SunExposed,0.641016115
GTEX-1B8SF-1426-SM-7DUGL,Skin_SunExposed,Skin_SunExposed,0.641251235
GTEX-12WSC-0126-SM-5EQ4P,Skin_SunExposed,Skin_SunExposed,0.641401971
GTEX-14BMV-0126-SM-5S2PO,Skin_SunExposed,Skin_SunExposed,0.641448224
GTEX-13N2G-2626-SM-5J1OT,Skin_SunExposed,Skin_SunExposed,0.641717492
GTEX-145LU-0126-SM-5TDCB,Skin_SunExposed,Skin_SunExposed,0.643379153
GTEX-12696-2426-SM-5EQ6H,Skin_SunExposed,Skin_SunExposed,0.645847723
GTEX-WVJS-0126-SM-4MVOT,Skin_SunExposed,Skin_SunExposed,0.646631046
GTEX-14LZ3-0226-SM-62LET,Skin_SunExposed,Skin_SunExposed,0.650564541
GTEX-16BQI-0226-SM-7KUEX,Skin_SunExposed,Skin_SunExposed,0.652474459
GTEX-13OVH-0126-SM-5MR4B,Skin_SunExposed,Skin_SunExposed,0.653092649
GTEX-131YS-0126-SM-5KM1M,Skin_SunExposed,Skin_SunExposed,0.658140846
GTEX-ZUA1-0126-SM-5GU76,Skin_SunExposed,Skin_SunExposed,0.658191284
GTEX-145MF-0626-SM-5LUAI,Skin_SunExposed,Skin_SunExposed,0.65878047
