symbol
ACADM
PIK3CG
POMT1
OCRL
RHD
LDHA
HMOX1
CALR
SLC25A13
ACAD9
B4GAT1
STAT4
IRAK1
GAA
PIGA
RB1
LPIN1
NSUN2
LIPA
CPT2
MVK
POMT2
SIL1
MLIP
XK
SLC19A1
PLEC
HBB
GATA1
MT-CO3
CRPPA
RHAG
CFH
TP53
ZNFX1
CAV3
FKRP
SPP1
CBLIF
LARGE1
TCIRG1
KLF1
JAK2
B3GALNT2
PITRM1
RHCE
ALDOA
LYST
MYC
POMGNT1
FLI1
CD46
HLA-DRB1
CFI
CDAN1
KCNN4
TET2
COL4A1
HELLPAR
INPP5K
AKR1D1
CHEK2
RPS14
PNPLA2
POMK
PIEZO1
SLC4A1
POMGNT2
GATA2
DAG1
USB1
MPL
MTHFD1
SLC7A7
ABCG8
PLA2G6
VPS13A
HMGCS2
KIF23
KY
MT-CO1
RXYLT1
FKTN
NUP160
TPR
NDC1
PFKP
PKM
NUP133
PRKACA
ENO1
NUP37
GCKR
SEH1L
NUP50
AAAS
NUP188
RAE1
PGK1
NUP93
PPP2CB
GPI
PPP2R1A
GAPDHS
GCK
ENO3
NUP88
ALDOC
NUP98
NUP107
GAPDH
TPI1
ENO2
PPP2R5D
GNPDA1
NUP155
PPP2CA
PFKFB4
NUP43
PFKFB2
NUP153
NUP85
NUP214
NUP210
NUP42
ALDOB
PPP2R1B
NUP54
NUP58
PFKL
PRKACB
PKLR
PFKM
RANBP2
NUP205
HK1
SEC13
PFKFB1
ADPGK
HK2
HK3
NUP35
GNPDA2
PGAM2
PRKACG
PGM2L1
PFKFB3
PGK2
PGAM1
BPGM
PGP
POM121
NUP62
POM121C
ERO1A
VEGFA
MXI1
EXT1
SLC25A10
GUSB
PYGB
AK4
P4HA1
PMM2
FAM162A
SDC1
EGLN3
PC
B4GALT7
FBP2
IGFBP3
CHPF
B3GAT3
CHST12
HS2ST1
MPI
AKR1A1
PPFIA4
B3GAT1
CHPF2
G6PD
MDH2
CHST6
PGLS
CHST1
GPC1
GFUS
ALG1
GFPT1
PRPS1
GOT1
MDH1
SLC35A3
GALK1
EGFR
ANGPTL4
CITED2
PLOD2
QSOX1
ME2
SPAG4
P4HA2
GOT2
EXT2
HMMR
PDK3
CXCR4
GPC4
ECD
GNE
B4GALT2
FUT8
MIOX
VCAN
GPC3
B3GALT6
HSPA5
ME1
ADORA2B
UGP2
MIF
NANP
ZNF292
STC2
TPST1
PGM2
GYS1
TKTL1
TGFA
CHST2
PHKA2
STMN1
GALE
MET
LCT
IRS2
POLR3K
B4GALT1
EFNA3
LHX9
KDELR3
TALDO1
DPYSL4
VLDLR
CD44
AGL
SOX9
DDIT4
IDUA
CASP6
GLCE
COPB2
DSC2
HS6ST2
CDK1
PLOD1
SDC2
GMPPB
PAXIP1
NSDHL
RARS1
SLC16A3
GLRX
SRD5A3
SDC3
HDLBP
COL5A1
CLDN9
TFF3
STC1
KIF20A
GYS2
SLC37A4
LHPP
SDHC
NASP
AURKA
B3GNT3
ISG20
LDHC
ARPP19
CENPA
HOMER1
BIK
CYB5A
HAX1
COG2
IL13RA1
NOL3
CLDN3
AGRN
CLN6
TXN
PAM
CAPN5
PKP2
ABCB6
DCN
GMPPA
BPNT1
ANG
GPR87
GAL3ST1
ALDH7A1
NT5E
IDH1
PYGL
NDUFV3
NDST3
PSMC4
TPBG
TGFBI
GALK2
CTH
KIF2A
CACNA1H
ANKZF1
SAP30
RBCK1
ELF3
RPE
B4GALT4
DEPDC1
RRAGD
IER3
ALDH9A1
DLD
MERTK
GCLC
FKBP4
SOD1
MED24
AK3
XYLT2
ARTN
PPIA
CHST4
