SampleID,Cancer,Sample Code,Sample Type,EXTEND Scores
TCGA.DU.6407,LGG,,tumor,0.283040084
TCGA.DU.6407.1,LGG,1,tumor,0.333500031
TCGA.DU.6407.2,LGG,2,tumor,0.405125754
TCGA.DU.6408,LGG,,tumor,0.163203993
TCGA.DU.6410,LGG,,tumor,0.545547076
TCGA.DU.7007,LGG,,tumor,0.177685816
TCGA.DU.7008,LGG,,tumor,0.261541372
TCGA.DU.7009,LGG,,tumor,0.353372553
TCGA.DU.7015,LGG,,tumor,0.218357422
TCGA.DU.7018,LGG,,tumor,0.556348399
TCGA.DU.7294,LGG,,tumor,0.479400293
TCGA.DU.7298,LGG,,tumor,0.268926424
TCGA.DU.7300,LGG,,tumor,0.265532675
TCGA.DU.7301,LGG,,tumor,0.343034815
TCGA.DU.7302,LGG,,tumor,0.36188939
TCGA.DU.7304,LGG,,tumor,0.150534949
TCGA.DU.7304.1,LGG,1,tumor,0.285690432
TCGA.DU.7306,LGG,,tumor,0.165829251
TCGA.DU.7309,LGG,,tumor,0.224194747
TCGA.DU.8163,LGG,,tumor,0.195527386
TCGA.DU.8164,LGG,,tumor,0.378725136
TCGA.DU.8166,LGG,,tumor,0.174987608
TCGA.DU.8167,LGG,,tumor,0.188272312
TCGA.DU.8168,LGG,,tumor,0.462864844
TCGA.DU.A5TP,LGG,,tumor,0.207814635
TCGA.DU.A5TR,LGG,,tumor,0.094451818
TCGA.DU.A5TS,LGG,,tumor,0.264546198
TCGA.DU.A5TU,LGG,,tumor,0.146580778
TCGA.DU.A5TW,LGG,,tumor,0.277814627
TCGA.E1.5302,LGG,,tumor,0.188763832
TCGA.E1.5303,LGG,,tumor,0.176284948
TCGA.E1.5304,LGG,,tumor,0.4537025
TCGA.E1.5305,LGG,,tumor,0.200755209
TCGA.E1.5307,LGG,,tumor,0.188528826
TCGA.E1.5311,LGG,,tumor,0.361531359
TCGA.E1.5318,LGG,,tumor,0.390341057
TCGA.E1.5319,LGG,,tumor,0.277972151
TCGA.EZ.7264,LGG,,tumor,0.38904188
TCGA.FG.5962,LGG,,tumor,0.30861368
TCGA.FG.5964,LGG,,tumor,0.385392124
TCGA.FG.5965,LGG,,tumor,0.161222848
TCGA.FG.5965.1,LGG,1,tumor,0.307568363
TCGA.FG.5965.2,LGG,2,tumor,0.2555499
TCGA.FG.6690,LGG,,tumor,0.1969138
TCGA.FG.6691,LGG,,tumor,0.221761006
TCGA.FG.7634,LGG,,tumor,0.420712037
TCGA.FG.7636,LGG,,tumor,0.208945627
TCGA.FG.7641,LGG,,tumor,0.337104002
TCGA.FG.8182,LGG,,tumor,0.226706188
TCGA.FG.8185,LGG,,tumor,0.228481632
TCGA.FG.8186,LGG,,tumor,0.291114657
TCGA.FG.8187,LGG,,tumor,0.264399973
TCGA.FG.8188,LGG,,tumor,0.192677714
TCGA.FG.8191,LGG,,tumor,0.134861448
TCGA.FG.A4MT,LGG,,tumor,0.271407295
TCGA.FG.A4MT.1,LGG,1,tumor,0.203376853
TCGA.FG.A4MX,LGG,,tumor,0.186054755
TCGA.FG.A60J,LGG,,tumor,0.316087891
TCGA.FG.A60K,LGG,,tumor,0.378562192
TCGA.FN.7833,LGG,,tumor,0.220143892
TCGA.HT.7467,LGG,,tumor,0.277965781
TCGA.HT.7468,LGG,,tumor,0.378380606
TCGA.HT.7470,LGG,,tumor,0.184914085
TCGA.HT.7471,LGG,,tumor,0.449628981
TCGA.HT.7472,LGG,,tumor,0.22211988
TCGA.HT.7473,LGG,,tumor,0.158811081
TCGA.HT.7474,LGG,,tumor,0.15645223
TCGA.HT.7475,LGG,,tumor,0.283430459
TCGA.HT.7476,LGG,,tumor,0.183115914
TCGA.HT.7477,LGG,,tumor,0.444841949
TCGA.HT.7478,LGG,,tumor,0.146301815
TCGA.HT.7479,LGG,,tumor,0.156852542
TCGA.HT.7480,LGG,,tumor,0.34846886
TCGA.HT.7481,LGG,,tumor,0.375125392
TCGA.HT.7482,LGG,,tumor,0.176177232
TCGA.HT.7483,LGG,,tumor,0.207995556
TCGA.HT.7485,LGG,,tumor,0.176130692
TCGA.HT.7603,LGG,,tumor,0.147295918
TCGA.HT.7604,LGG,,tumor,0.275168668
TCGA.HT.7605,LGG,,tumor,0.195868114
TCGA.HT.7607,LGG,,tumor,0.183296145
TCGA.HT.7608,LGG,,tumor,0.217252599
TCGA.HT.7610,LGG,,tumor,0.160995688
TCGA.HT.7611,LGG,,tumor,0.14676671
TCGA.HT.7616,LGG,,tumor,0.280816056
TCGA.HT.7620,LGG,,tumor,0.245555558
TCGA.HT.7676,LGG,,tumor,0.19305083
TCGA.HT.7677,LGG,,tumor,0.40801073
TCGA.HT.7681,LGG,,tumor,0.215028
TCGA.HT.7684,LGG,,tumor,0.229869501
TCGA.HT.7686,LGG,,tumor,0.121710363
TCGA.HT.7687,LGG,,tumor,0.326075092
TCGA.HT.7688,LGG,,tumor,0.22917059
TCGA.HT.7689,LGG,,tumor,0.191446825
TCGA.HT.7690,LGG,,tumor,0.240430876
TCGA.HT.7692,LGG,,tumor,0.39050802
TCGA.HT.7693,LGG,,tumor,0.194080099
TCGA.HT.7694,LGG,,tumor,0.22904263
TCGA.HT.7695,LGG,,tumor,0.289719973
TCGA.HT.7855,LGG,,tumor,0.186651158
TCGA.HT.7856,LGG,,tumor,0.272907649
TCGA.HT.7858,LGG,,tumor,0.212974727
TCGA.HT.7873,LGG,,tumor,0.164512938
TCGA.HT.7874,LGG,,tumor,0.136785149
TCGA.HT.7875,LGG,,tumor,0.341877639
TCGA.HT.7877,LGG,,tumor,0.316877908
TCGA.HT.7879,LGG,,tumor,0.166461232
TCGA.HT.7880,LGG,,tumor,0.155591327
TCGA.HT.7881,LGG,,tumor,0.219943855
TCGA.HT.7884,LGG,,tumor,0.175495822
TCGA.HT.7902,LGG,,tumor,0.16718822
TCGA.HT.8012,LGG,,tumor,0.351285043
TCGA.HT.8013,LGG,,tumor,0.232251995
TCGA.HT.8018,LGG,,tumor,0.1316407
TCGA.HT.8105,LGG,,tumor,0.417696895
TCGA.HT.8108,LGG,,tumor,0.219408708
TCGA.HT.8109,LGG,,tumor,0.277976908
TCGA.HT.8111,LGG,,tumor,0.174260285
TCGA.HT.8113,LGG,,tumor,0.213871764
TCGA.HT.8114,LGG,,tumor,0.13410861
TCGA.HT.8563,LGG,,tumor,0.130440275
TCGA.HT.A4DV,LGG,,tumor,0.207626146
TCGA.HT.A5R5,LGG,,tumor,0.14901135
TCGA.HT.A5R7,LGG,,tumor,0.19259283
TCGA.HT.A5R9,LGG,,tumor,0.688233289
TCGA.HT.A5RB,LGG,,tumor,0.20772487
TCGA.HT.A614,LGG,,tumor,0.191374195
TCGA.HT.A615,LGG,,tumor,0.2739213
TCGA.HT.A616,LGG,,tumor,0.141888937
TCGA.HT.A618,LGG,,tumor,0.124213659
TCGA.HW.7486,LGG,,tumor,0.289778406
TCGA.HW.7487,LGG,,tumor,0.309611542
TCGA.HW.7489,LGG,,tumor,0.1956322
TCGA.HW.7490,LGG,,tumor,0.166967433
TCGA.HW.7491,LGG,,tumor,0.434100987
TCGA.HW.7495,LGG,,tumor,0.259600874
TCGA.HW.8319,LGG,,tumor,0.201245796
TCGA.HW.8322,LGG,,tumor,0.488986589
TCGA.HW.A5KJ,LGG,,tumor,0.414079918
TCGA.HW.A5KL,LGG,,tumor,0.204196106
TCGA.IK.7675,LGG,,tumor,0.296162985
TCGA.IK.8125,LGG,,tumor,0.38279919
TCGA.P5.A5ET,LGG,,tumor,0.385150299
TCGA.P5.A5EU,LGG,,tumor,0.296374424
TCGA.P5.A5EV,LGG,,tumor,0.193597866
TCGA.P5.A5EW,LGG,,tumor,0.171159907
TCGA.P5.A5EX,LGG,,tumor,0.216249026
TCGA.P5.A5F0,LGG,,tumor,0.326859417
TCGA.P5.A5F1,LGG,,tumor,0.209403539
TCGA.P5.A5F2,LGG,,tumor,0.110964381
TCGA.QH.A65S,LGG,,tumor,0.164145359
TCGA.BC.A10Q.11A.11R.A131.07,LIHC,11,normal,0.118588038
TCGA.BC.A10R.11A.11R.A131.07,LIHC,11,normal,0.129784842
TCGA.BC.A10T.11A.11R.A131.07,LIHC,11,normal,0.094389509
TCGA.BC.A10U.11A.11R.A131.07,LIHC,11,normal,0.167115059
TCGA.BC.A10W.11A.11R.A131.07,LIHC,11,normal,0.104677263
TCGA.BC.A10X.11A.11R.A131.07,LIHC,11,normal,0.151460074
TCGA.BC.A10Y.11A.11R.A131.07,LIHC,11,normal,0.089261425
TCGA.BC.A10Z.11A.11R.A131.07,LIHC,11,normal,0.090741883
TCGA.BC.A110.11A.11R.A131.07,LIHC,11,normal,0.130832644
TCGA.BC.A216.11A.11R.A155.07,LIHC,11,normal,0.223322514
TCGA.BD.A2L6.11A.21R.A213.07,LIHC,11,normal,0.103167151
TCGA.BD.A3EP.11A.12R.A22L.07,LIHC,11,normal,0.100351345
TCGA.DD.A113.11A.12R.A131.07,LIHC,11,normal,0.10464233
TCGA.DD.A114.11A.12R.A131.07,LIHC,11,normal,0.195137987
TCGA.DD.A116.11A.12R.A26B.07,LIHC,11,normal,0.120975378
TCGA.DD.A118.11A.11R.A131.07,LIHC,11,normal,0.12192118
TCGA.DD.A119.11A.11R.A131.07,LIHC,11,normal,0.145732492
TCGA.DD.A11A.11A.11R.A131.07,LIHC,11,normal,0.125292029
TCGA.DD.A11B.11A.11R.A131.07,LIHC,11,normal,0.12734591
TCGA.DD.A11C.11A.11R.A131.07,LIHC,11,normal,0.152363638
TCGA.DD.A11D.11A.12R.A131.07,LIHC,11,normal,0.108561852
TCGA.DD.A1EB.11A.11R.A131.07,LIHC,11,normal,0.138731733
TCGA.DD.A1EC.11A.11R.A131.07,LIHC,11,normal,0.13088608
TCGA.DD.A1EE.11A.11R.A131.07,LIHC,11,normal,0.107885363
TCGA.DD.A1EG.11A.11R.A213.07,LIHC,11,normal,0.12133877
TCGA.DD.A1EH.11A.11R.A131.07,LIHC,11,normal,0.132887291
TCGA.DD.A1EI.11A.11R.A131.07,LIHC,11,normal,0.205491925
TCGA.DD.A1EJ.11A.11R.A155.07,LIHC,11,normal,0.156998084
TCGA.DD.A1EL.11A.11R.A155.07,LIHC,11,normal,0.116044957
TCGA.DD.A39V.11A.11R.A213.07,LIHC,11,normal,0.107097423
TCGA.DD.A39W.11A.11R.A213.07,LIHC,11,normal,0.147586577
TCGA.DD.A39X.11A.11R.A213.07,LIHC,11,normal,0.176633616
TCGA.DD.A39Z.11A.21R.A213.07,LIHC,11,normal,0.169998396
TCGA.DD.A3A1.11A.11R.A213.07,LIHC,11,normal,0.141982338
TCGA.DD.A3A2.11A.11R.A213.07,LIHC,11,normal,0.126096783
TCGA.DD.A3A3.11A.11R.A22L.07,LIHC,11,normal,0.188703809
TCGA.DD.A3A4.11A.11R.A22L.07,LIHC,11,normal,0.217710932
TCGA.DD.A3A5.11A.11R.A22L.07,LIHC,11,normal,0.245030316
TCGA.DD.A3A6.11A.11R.A22L.07,LIHC,11,normal,0.171420728
TCGA.DD.A3A8.11A.11R.A22L.07,LIHC,11,normal,0.143029557
TCGA.EP.A12J.11A.11R.A131.07,LIHC,11,normal,0.149364615
TCGA.EP.A26S.11A.12R.A16W.07,LIHC,11,normal,0.099431595
TCGA.EP.A3RK.11A.11R.A22L.07,LIHC,11,normal,0.133733164
TCGA.ES.A2HT.11A.11R.A180.07,LIHC,11,normal,0.219409708
TCGA.FV.A23B.11A.11R.A16W.07,LIHC,11,normal,0.178578665
TCGA.FV.A2QR.11A.11R.A213.07,LIHC,11,normal,0.089231542
TCGA.FV.A3I0.11A.11R.A22L.07,LIHC,11,normal,0.126684592
TCGA.FV.A3I1.11A.11R.A22L.07,LIHC,11,normal,0.129298675
TCGA.FV.A3R2.11A.11R.A22L.07,LIHC,11,normal,0.08846006
TCGA.G3.A3CH.11A.11R.A22L.07,LIHC,11,normal,0.148049942
TCGA.2V.A95S.01A.11R.A37K.07,LIHC,01,tumor,0.393540956
TCGA.2Y.A9GS.01A.12R.A38B.07,LIHC,01,tumor,0.514182602
TCGA.2Y.A9GT.01A.11R.A38B.07,LIHC,01,tumor,0.325174118
TCGA.2Y.A9GU.01A.11R.A38B.07,LIHC,01,tumor,0.493655064
TCGA.2Y.A9GV.01A.11R.A38B.07,LIHC,01,tumor,0.2632881
TCGA.2Y.A9GW.01A.11R.A38B.07,LIHC,01,tumor,0.378082622
TCGA.2Y.A9GX.01A.11R.A38B.07,LIHC,01,tumor,0.297943384
TCGA.2Y.A9GY.01A.11R.A38B.07,LIHC,01,tumor,0.558598816
TCGA.2Y.A9GZ.01A.11R.A39D.07,LIHC,01,tumor,0.467655939
TCGA.2Y.A9H0.01A.11R.A38B.07,LIHC,01,tumor,0.704094612
TCGA.2Y.A9H1.01A.11R.A38B.07,LIHC,01,tumor,0.37577943
TCGA.2Y.A9H2.01A.12R.A38B.07,LIHC,01,tumor,0.407175566
TCGA.2Y.A9H3.01A.11R.A38B.07,LIHC,01,tumor,0.322107131
TCGA.2Y.A9H4.01A.11R.A38B.07,LIHC,01,tumor,0.430552183
TCGA.2Y.A9H5.01A.11R.A38B.07,LIHC,01,tumor,0.402675888
TCGA.2Y.A9H6.01A.11R.A39D.07,LIHC,01,tumor,0.245595821
TCGA.2Y.A9H7.01A.11R.A39D.07,LIHC,01,tumor,0.45774533
TCGA.2Y.A9H8.01A.11R.A39D.07,LIHC,01,tumor,0.625777746
TCGA.2Y.A9H9.01A.21R.A39D.07,LIHC,01,tumor,0.42349287
TCGA.2Y.A9HA.01A.11R.A39D.07,LIHC,01,tumor,0.46399979
TCGA.2Y.A9HB.01A.11R.A39D.07,LIHC,01,tumor,0.302948899
TCGA.3K.AAZ8.01A.12R.A39D.07,LIHC,01,tumor,0.432770123
TCGA.4R.AA8I.01A.11R.A38B.07,LIHC,01,tumor,0.260134843
TCGA.5C.A9VG.01A.11R.A37K.07,LIHC,01,tumor,0.543743651
TCGA.5C.A9VH.01A.11R.A37K.07,LIHC,01,tumor,0.45429158
TCGA.5C.AAPD.01A.21R.A39D.07,LIHC,01,tumor,0.726683751
TCGA.5R.AA1C.01A.11R.A41C.07,LIHC,01,tumor,0.373745706
TCGA.5R.AA1D.01A.11R.A38B.07,LIHC,01,tumor,0.135713763
TCGA.5R.AAAM.01A.12R.A41C.07,LIHC,01,tumor,0.241571204
TCGA.BC.4072.01B.11R.A155.07,LIHC,01,tumor,0.338598969
TCGA.BC.4073.01B.02R.A131.07,LIHC,01,tumor,0.404649028
TCGA.BC.A10Q.01A.11R.A131.07,LIHC,01,tumor,0.348236813
TCGA.BC.A10R.01A.11R.A131.07,LIHC,01,tumor,0.260753976
TCGA.BC.A10S.01A.22R.A131.07,LIHC,01,tumor,0.303761571
TCGA.BC.A10T.01A.11R.A131.07,LIHC,01,tumor,0.33040597
TCGA.BC.A10U.01A.11R.A131.07,LIHC,01,tumor,0.403246175
TCGA.BC.A10W.01A.11R.A131.07,LIHC,01,tumor,0.513974745
TCGA.BC.A10X.01A.11R.A131.07,LIHC,01,tumor,0.241304449
TCGA.BC.A10Y.01A.11R.A131.07,LIHC,01,tumor,0.687113532
TCGA.BC.A10Z.01A.11R.A131.07,LIHC,01,tumor,0.592640113
TCGA.BC.A110.01A.11R.A131.07,LIHC,01,tumor,0.130328564
TCGA.BC.A112.01A.11R.A131.07,LIHC,01,tumor,0.411330409
TCGA.BC.A216.01A.11R.A155.07,LIHC,01,tumor,0.83056882
TCGA.BC.A217.01A.11R.A155.07,LIHC,01,tumor,0.570404646
TCGA.BC.A3KF.01A.11R.A213.07,LIHC,01,tumor,0.305449208
TCGA.BC.A3KG.01A.11R.A213.07,LIHC,01,tumor,0.911829513
TCGA.BC.A5W4.01A.11R.A28V.07,LIHC,01,tumor,0.350956717
TCGA.BC.A69H.01A.11R.A311.07,LIHC,01,tumor,0.690835833
TCGA.BC.A69I.01A.11R.A311.07,LIHC,01,tumor,0.177044644
TCGA.BC.A8YO.01A.11R.A37K.07,LIHC,01,tumor,0.562154306
TCGA.BD.A2L6.01A.11R.A213.07,LIHC,01,tumor,0.540884589
TCGA.BD.A3EP.01A.11R.A22L.07,LIHC,01,tumor,0.328211087
TCGA.BW.A5NO.01A.11R.A27V.07,LIHC,01,tumor,0.340696435
TCGA.BW.A5NP.01A.11R.A27V.07,LIHC,01,tumor,0.380172147
TCGA.BW.A5NQ.01A.11R.A27V.07,LIHC,01,tumor,0.655440989
TCGA.CC.5258.01A.01R.A131.07,LIHC,01,tumor,0.546701084
TCGA.CC.5259.01A.31R.A213.07,LIHC,01,tumor,0.227338439
TCGA.CC.5260.01A.01R.A131.07,LIHC,01,tumor,0.377449119
TCGA.CC.5261.01A.01R.A131.07,LIHC,01,tumor,0.38642438
TCGA.CC.5262.01A.01R.A131.07,LIHC,01,tumor,0.36729394
TCGA.CC.5263.01A.01R.A131.07,LIHC,01,tumor,0.624892249
TCGA.CC.5264.01A.01R.A131.07,LIHC,01,tumor,0.641883872
TCGA.CC.A123.01A.11R.A131.07,LIHC,01,tumor,0.582931182
TCGA.CC.A1HT.01A.11R.A131.07,LIHC,01,tumor,0.596583433
TCGA.CC.A3M9.01A.11R.A213.07,LIHC,01,tumor,0.572780539
TCGA.CC.A3MA.01A.11R.A213.07,LIHC,01,tumor,0.399342071
TCGA.CC.A3MB.01A.11R.A213.07,LIHC,01,tumor,0.893856725
TCGA.CC.A3MC.01A.11R.A22L.07,LIHC,01,tumor,0.448556748
TCGA.CC.A5UC.01A.11R.A28V.07,LIHC,01,tumor,0.497188085
TCGA.CC.A5UD.01A.11R.A28V.07,LIHC,01,tumor,0.616924942
TCGA.CC.A5UE.01A.11R.A28V.07,LIHC,01,tumor,0.562945632
TCGA.CC.A7IE.01A.21R.A38B.07,LIHC,01,tumor,0.531374212
TCGA.CC.A7IF.01A.11R.A33J.07,LIHC,01,tumor,0.404597518
TCGA.CC.A7IG.01A.11R.A33J.07,LIHC,01,tumor,0.664385953
TCGA.CC.A7IH.01A.11R.A33J.07,LIHC,01,tumor,0.430962006
TCGA.CC.A7II.01A.11R.A33J.07,LIHC,01,tumor,0.8671488
TCGA.CC.A7IJ.01A.11R.A33R.07,LIHC,01,tumor,0.405730649
TCGA.CC.A7IK.01A.12R.A33R.07,LIHC,01,tumor,0.539650307
TCGA.CC.A7IL.01A.11R.A33R.07,LIHC,01,tumor,0.526930074
TCGA.CC.A8HS.01A.11R.A36F.07,LIHC,01,tumor,0.547795144
TCGA.CC.A8HT.01A.11R.A36F.07,LIHC,01,tumor,0.535232551
TCGA.CC.A8HU.01A.11R.A36F.07,LIHC,01,tumor,0.666919261
TCGA.CC.A8HV.01A.11R.A36F.07,LIHC,01,tumor,0.429350109
TCGA.CC.A9FS.01A.11R.A37K.07,LIHC,01,tumor,0.383825031
TCGA.CC.A9FU.01A.11R.A37K.07,LIHC,01,tumor,0.674932951
TCGA.CC.A9FV.01A.11R.A37K.07,LIHC,01,tumor,0.176968148
TCGA.CC.A9FW.01A.11R.A37K.07,LIHC,01,tumor,0.543090175
TCGA.DD.A113.01A.11R.A131.07,LIHC,01,tumor,0.450797283
TCGA.DD.A114.01A.11R.A131.07,LIHC,01,tumor,0.441908129
TCGA.DD.A115.01A.11R.A131.07,LIHC,01,tumor,0.724049118
TCGA.DD.A116.01A.11R.A131.07,LIHC,01,tumor,0.221552593
TCGA.DD.A118.01A.11R.A131.07,LIHC,01,tumor,0.244693908
TCGA.DD.A119.01A.11R.A131.07,LIHC,01,tumor,0.336065115
TCGA.DD.A11A.01A.11R.A131.07,LIHC,01,tumor,0.363194118
TCGA.DD.A11B.01A.11R.A131.07,LIHC,01,tumor,0.269006846
TCGA.DD.A11C.01A.11R.A131.07,LIHC,01,tumor,0.463478303
TCGA.DD.A11D.01A.11R.A131.07,LIHC,01,tumor,0.3124109
TCGA.DD.A1EA.01A.11R.A131.07,LIHC,01,tumor,0.504697105
TCGA.DD.A1EB.01A.11R.A131.07,LIHC,01,tumor,0.244855149
TCGA.DD.A1EC.01A.21R.A131.07,LIHC,01,tumor,0.284458484
TCGA.DD.A1ED.01A.11R.A155.07,LIHC,01,tumor,0.160012441
TCGA.DD.A1EE.01A.11R.A131.07,LIHC,01,tumor,0.426355936
TCGA.DD.A1EF.01A.11R.A131.07,LIHC,01,tumor,0.443295409
TCGA.DD.A1EG.01A.11R.A213.07,LIHC,01,tumor,0.416404805
TCGA.DD.A1EH.01A.11R.A131.07,LIHC,01,tumor,0.372545125
TCGA.DD.A1EI.01A.11R.A131.07,LIHC,01,tumor,0.417975791
TCGA.DD.A1EJ.01A.11R.A155.07,LIHC,01,tumor,0.5535856
TCGA.DD.A1EK.01A.11R.A213.07,LIHC,01,tumor,0.264112475
TCGA.DD.A1EL.01A.11R.A155.07,LIHC,01,tumor,0.507818288
TCGA.DD.A39V.01A.11R.A213.07,LIHC,01,tumor,0.381164705
TCGA.DD.A39W.01A.11R.A213.07,LIHC,01,tumor,0.373003776
TCGA.DD.A39X.01A.11R.A213.07,LIHC,01,tumor,0.188982184
TCGA.DD.A39Y.01A.11R.A213.07,LIHC,01,tumor,0.528755492
TCGA.DD.A39Z.01A.11R.A213.07,LIHC,01,tumor,0.45808864
TCGA.DD.A3A1.01A.11R.A213.07,LIHC,01,tumor,0.402604919
TCGA.DD.A3A2.01A.11R.A213.07,LIHC,01,tumor,0.506081477
TCGA.DD.A3A3.01A.11R.A22L.07,LIHC,01,tumor,0.348627513
TCGA.DD.A3A4.01A.11R.A22L.07,LIHC,01,tumor,0.303361444
TCGA.DD.A3A5.01A.11R.A22L.07,LIHC,01,tumor,0.736505811
TCGA.DD.A3A6.01A.11R.A22L.07,LIHC,01,tumor,0.144331463
TCGA.DD.A3A7.01A.11R.A22L.07,LIHC,01,tumor,0.487509798
TCGA.DD.A3A8.01A.11R.A22L.07,LIHC,01,tumor,0.466347751
TCGA.DD.A3A9.01A.11R.A266.07,LIHC,01,tumor,0.274536086
TCGA.DD.A4NA.01A.11R.A266.07,LIHC,01,tumor,0.442738932
TCGA.DD.A4NB.01A.12R.A266.07,LIHC,01,tumor,0.225042663
TCGA.DD.A4ND.01A.11R.A266.07,LIHC,01,tumor,0.378167055
TCGA.DD.A4NE.01A.11R.A27V.07,LIHC,01,tumor,0.508648494
TCGA.DD.A4NF.01A.11R.A27V.07,LIHC,01,tumor,0.264300984
TCGA.DD.A4NG.01A.11R.A27V.07,LIHC,01,tumor,0.417875465
TCGA.DD.A4NH.01A.11R.A27V.07,LIHC,01,tumor,0.457404016
TCGA.DD.A4NI.01A.11R.A27V.07,LIHC,01,tumor,0.276419323
TCGA.DD.A4NJ.01A.11R.A27V.07,LIHC,01,tumor,0.504293753
TCGA.DD.A4NK.01A.11R.A28V.07,LIHC,01,tumor,0.424429577
TCGA.DD.A4NL.01A.11R.A28V.07,LIHC,01,tumor,0.121726024
TCGA.DD.A4NN.01A.11R.A28V.07,LIHC,01,tumor,0.481122594
TCGA.DD.A4NO.01A.11R.A28V.07,LIHC,01,tumor,0.329039284
TCGA.DD.A4NP.01A.11R.A28V.07,LIHC,01,tumor,0.14668904
TCGA.DD.A4NQ.01A.21R.A28V.07,LIHC,01,tumor,0.47243062
TCGA.DD.A4NR.01A.11R.A311.07,LIHC,01,tumor,0.432081919
TCGA.DD.A4NS.01A.11R.A311.07,LIHC,01,tumor,0.240065351
TCGA.DD.A4NV.01A.11R.A311.07,LIHC,01,tumor,0.221024813
TCGA.DD.A73A.01A.12R.A32O.07,LIHC,01,tumor,0.635564092
TCGA.DD.A73B.01A.12R.A32O.07,LIHC,01,tumor,0.454794287
TCGA.DD.A73C.01A.12R.A33J.07,LIHC,01,tumor,0.712340274
TCGA.DD.A73D.01A.12R.A32O.07,LIHC,01,tumor,0.501738361
TCGA.DD.A73E.01A.12R.A32O.07,LIHC,01,tumor,0.370568923
TCGA.DD.A73F.01A.11R.A32O.07,LIHC,01,tumor,0.479745478
TCGA.DD.A73G.01A.22R.A32O.07,LIHC,01,tumor,0.325484363
TCGA.DD.AA3A.01A.11R.A37K.07,LIHC,01,tumor,0.538413449
TCGA.DD.AAC8.01A.11R.A41C.07,LIHC,01,tumor,0.419425484
TCGA.DD.AAC9.01A.11R.A41C.07,LIHC,01,tumor,0.664860806
TCGA.DD.AACA.01A.11R.A41C.07,LIHC,01,tumor,0.614091821
TCGA.DD.AACA.02A.11R.A41C.07,LIHC,02,tumor,0.572307807
TCGA.DD.AACA.02B.11R.A41C.07,LIHC,02,tumor,0.649874823
TCGA.DD.AACB.01A.11R.A41C.07,LIHC,01,tumor,0.433383359
TCGA.DD.AACC.01A.11R.A41C.07,LIHC,01,tumor,0.356110668
TCGA.DD.AACD.01A.11R.A41C.07,LIHC,01,tumor,0.29399837
TCGA.DD.AACE.01A.11R.A41C.07,LIHC,01,tumor,0.632411485
TCGA.DD.AACF.01A.11R.A41C.07,LIHC,01,tumor,0.56856097
TCGA.DD.AACG.01A.11R.A41C.07,LIHC,01,tumor,0.550865809
TCGA.DD.AACH.01A.11R.A41C.07,LIHC,01,tumor,0.553151799
TCGA.DD.AACI.01A.11R.A41C.07,LIHC,01,tumor,0.340713575
TCGA.DD.AACJ.01A.11R.A41C.07,LIHC,01,tumor,0.549831693
TCGA.DD.AACK.01A.11R.A41C.07,LIHC,01,tumor,0.421461705
TCGA.DD.AACL.01A.11R.A41C.07,LIHC,01,tumor,0.541671576
TCGA.DD.AACN.01A.11R.A41C.07,LIHC,01,tumor,0.354148955
TCGA.DD.AACO.01A.11R.A41C.07,LIHC,01,tumor,0.425890999
TCGA.DD.AACP.01A.11R.A41C.07,LIHC,01,tumor,0.599785076
TCGA.DD.AACQ.01A.11R.A41C.07,LIHC,01,tumor,0.503765907
TCGA.DD.AACS.01A.11R.A41C.07,LIHC,01,tumor,0.663588995
TCGA.DD.AACT.01A.11R.A41C.07,LIHC,01,tumor,0.725958896
TCGA.DD.AACU.01A.11R.A41C.07,LIHC,01,tumor,0.533566894
TCGA.DD.AACV.01A.11R.A41C.07,LIHC,01,tumor,0.821376738
TCGA.DD.AACW.01A.11R.A41C.07,LIHC,01,tumor,0.60345579
TCGA.DD.AACX.01A.11R.A41C.07,LIHC,01,tumor,0.445350561
TCGA.DD.AACY.01A.11R.A41C.07,LIHC,01,tumor,0.359207078
TCGA.DD.AACZ.01A.11R.A41C.07,LIHC,01,tumor,0.517024055
TCGA.DD.AAD0.01A.11R.A41C.07,LIHC,01,tumor,0.834027304
TCGA.DD.AAD1.01A.11R.A41C.07,LIHC,01,tumor,0.377875369
TCGA.DD.AAD2.01A.11R.A41C.07,LIHC,01,tumor,0.329053709
TCGA.DD.AAD3.01A.11R.A41C.07,LIHC,01,tumor,0.610945712
TCGA.DD.AAD5.01A.11R.A41C.07,LIHC,01,tumor,0.556258024
TCGA.DD.AAD6.01A.11R.A41C.07,LIHC,01,tumor,0.883184042
TCGA.DD.AAD8.01A.11R.A41C.07,LIHC,01,tumor,0.448070831
TCGA.DD.AADA.01A.11R.A41C.07,LIHC,01,tumor,0.384126359
TCGA.DD.AADB.01A.11R.A41C.07,LIHC,01,tumor,0.501931014
TCGA.DD.AADC.01A.11R.A41C.07,LIHC,01,tumor,0.637077447
TCGA.DD.AADD.01A.11R.A41C.07,LIHC,01,tumor,0.650832102
TCGA.DD.AADF.01A.11R.A41C.07,LIHC,01,tumor,0.700100015
TCGA.DD.AADG.01A.11R.A41C.07,LIHC,01,tumor,0.584047689
TCGA.DD.AADI.01A.11R.A41C.07,LIHC,01,tumor,0.449683716
TCGA.DD.AADJ.01A.11R.A41C.07,LIHC,01,tumor,0.383849249
TCGA.DD.AADK.01A.11R.A41C.07,LIHC,01,tumor,0.314429881
