SampleID,Cancer,Sample Code,Sample Type,EXTEND Scores
TCGA.PL.A8LY.01A.11R.A41B.07,BRCA,01,tumor,0.414275634
TCGA.PL.A8LZ.01A.31R.A36F.07,BRCA,01,tumor,0.434412896
TCGA.S3.A6ZF.01A.32R.A32P.07,BRCA,01,tumor,0.441888288
TCGA.S3.A6ZG.01A.22R.A32P.07,BRCA,01,tumor,0.467007592
TCGA.S3.A6ZH.01A.22R.A32P.07,BRCA,01,tumor,0.56520699
TCGA.S3.AA0Z.01A.11R.A41B.07,BRCA,01,tumor,0.400949227
TCGA.S3.AA10.01A.21R.A41B.07,BRCA,01,tumor,0.495355359
TCGA.S3.AA11.01A.31R.A41B.07,BRCA,01,tumor,0.525140671
TCGA.S3.AA12.01A.11R.A41B.07,BRCA,01,tumor,0.503255316
TCGA.S3.AA14.01A.11R.A41B.07,BRCA,01,tumor,0.403593041
TCGA.S3.AA15.01A.11R.A41B.07,BRCA,01,tumor,0.386198201
TCGA.S3.AA17.01A.11R.A41B.07,BRCA,01,tumor,0.465113246
TCGA.UL.AAZ6.01A.11R.A41B.07,BRCA,01,tumor,0.51378006
TCGA.UU.A93S.01A.21R.A41B.07,BRCA,01,tumor,0.438838639
TCGA.V7.A7HQ.01A.11R.A33J.07,BRCA,01,tumor,0.36362957
TCGA.W8.A86G.01A.21R.A36F.07,BRCA,01,tumor,0.304959295
TCGA.WT.AB41.01A.11R.A41B.07,BRCA,01,tumor,0.310660692
TCGA.WT.AB44.01A.11R.A41B.07,BRCA,01,tumor,0.299724239
TCGA.XX.A899.01A.11R.A36F.07,BRCA,01,tumor,0.35864204
TCGA.XX.A89A.01A.11R.A36F.07,BRCA,01,tumor,0.349120933
TCGA.Z7.A8R5.01A.42R.A41B.07,BRCA,01,tumor,0.257338101
TCGA.Z7.A8R6.01A.11R.A41B.07,BRCA,01,tumor,0.653279543
TCGA.FU.A3EO.11A.13R.A213.07,CESC,11,normal,0.240604883
TCGA.HM.A3JJ.11A.12R.A21T.07,CESC,11,normal,0.160809908
TCGA.MY.A5BF.11A.11R.A26T.07,CESC,11,normal,0.152153883
TCGA.2W.A8YY.01A.11R.A37O.07,CESC,01,tumor,0.60180218
TCGA.4J.AA1J.01A.21R.A38B.07,CESC,01,tumor,0.674140665
TCGA.BI.A0VR.01A.11R.A10U.07,CESC,01,tumor,0.59896295
TCGA.BI.A0VS.01A.11R.A10U.07,CESC,01,tumor,0.490721631
TCGA.BI.A20A.01A.11R.A14Y.07,CESC,01,tumor,0.517514569
TCGA.C5.A0TN.01A.21R.A14Y.07,CESC,01,tumor,0.621625014
TCGA.C5.A1BE.01B.11R.A13Y.07,CESC,01,tumor,0.575562804
TCGA.C5.A1BF.01B.11R.A13Y.07,CESC,01,tumor,0.434122742
TCGA.C5.A1BI.01B.11R.A13Y.07,CESC,01,tumor,0.577873829
TCGA.C5.A1BJ.01A.11R.A13Y.07,CESC,01,tumor,0.622477509
TCGA.C5.A1BK.01B.11R.A13Y.07,CESC,01,tumor,0.550063041
TCGA.C5.A1BL.01A.11R.A13Y.07,CESC,01,tumor,0.706469803
TCGA.C5.A1BM.01A.11R.A13Y.07,CESC,01,tumor,0.523240614
TCGA.C5.A1BN.01B.11R.A14Y.07,CESC,01,tumor,0.692470254
TCGA.C5.A1BQ.01C.11R.A213.07,CESC,01,tumor,0.599390799
TCGA.C5.A1M5.01A.11R.A13Y.07,CESC,01,tumor,0.688748903
TCGA.C5.A1M6.01A.11R.A13Y.07,CESC,01,tumor,0.646497739
TCGA.C5.A1M7.01A.11R.A13Y.07,CESC,01,tumor,0.716483847
TCGA.C5.A1M8.01A.21R.A13Y.07,CESC,01,tumor,0.63684014
TCGA.C5.A1M9.01A.11R.A13Y.07,CESC,01,tumor,0.675626907
TCGA.C5.A1ME.01A.11R.A13Y.07,CESC,01,tumor,0.538366688
TCGA.C5.A1MF.01A.11R.A13Y.07,CESC,01,tumor,0.563464754
TCGA.C5.A1MH.01A.11R.A14Y.07,CESC,01,tumor,0.552594983
TCGA.C5.A1MI.01A.11R.A14Y.07,CESC,01,tumor,0.605596345
TCGA.C5.A1MJ.01A.11R.A14Y.07,CESC,01,tumor,0.696452763
TCGA.C5.A1MK.01A.11R.A14Y.07,CESC,01,tumor,0.63502774
TCGA.C5.A1ML.01A.11R.A14Y.07,CESC,01,tumor,0.46533429
TCGA.C5.A1MN.01A.11R.A14Y.07,CESC,01,tumor,0.555879203
TCGA.C5.A1MP.01A.11R.A14Y.07,CESC,01,tumor,0.605072166
TCGA.C5.A1MQ.01A.11R.A14Y.07,CESC,01,tumor,0.414144778
TCGA.C5.A2LS.01A.22R.A22U.07,CESC,01,tumor,0.576699531
TCGA.C5.A2LT.01A.11R.A18M.07,CESC,01,tumor,0.497819548
TCGA.C5.A2LV.01A.11R.A18M.07,CESC,01,tumor,0.567973387
TCGA.C5.A2LX.01A.11R.A18M.07,CESC,01,tumor,0.596781501
TCGA.C5.A2LY.01A.31R.A18M.07,CESC,01,tumor,0.535954947
TCGA.C5.A2LZ.01A.11R.A213.07,CESC,01,tumor,0.669206684
TCGA.C5.A2M1.01A.11R.A18M.07,CESC,01,tumor,0.702549712
TCGA.C5.A2M2.01A.21R.A18M.07,CESC,01,tumor,0.644288269
TCGA.C5.A3HD.01B.11R.A213.07,CESC,01,tumor,0.644703832
TCGA.C5.A3HE.01A.21R.A22U.07,CESC,01,tumor,0.573447786
TCGA.C5.A3HF.01A.11R.A213.07,CESC,01,tumor,0.672019243
TCGA.C5.A3HL.01A.11R.A213.07,CESC,01,tumor,0.433012509
TCGA.C5.A7CG.01A.11R.A32P.07,CESC,01,tumor,0.574454719
TCGA.C5.A7CH.01A.11R.A33Z.07,CESC,01,tumor,0.556131782
TCGA.C5.A7CJ.01A.11R.A32P.07,CESC,01,tumor,0.521635195
TCGA.C5.A7CK.01A.11R.A32P.07,CESC,01,tumor,0.587619271
TCGA.C5.A7CL.01A.11R.A32P.07,CESC,01,tumor,0.59216886
TCGA.C5.A7CM.01A.11R.A33Z.07,CESC,01,tumor,0.540028033
TCGA.C5.A7CO.01A.11R.A352.07,CESC,01,tumor,0.597695404
TCGA.C5.A7UC.01A.11R.A352.07,CESC,01,tumor,0.726737403
TCGA.C5.A7UE.01A.11R.A33Z.07,CESC,01,tumor,0.657398199
TCGA.C5.A7UH.01A.11R.A352.07,CESC,01,tumor,0.72382826
TCGA.C5.A7UI.01A.11R.A36F.07,CESC,01,tumor,0.653250475
TCGA.C5.A7X3.01A.11R.A352.07,CESC,01,tumor,0.598991883
TCGA.C5.A7X5.01A.11R.A36F.07,CESC,01,tumor,0.468799137
TCGA.C5.A7X8.01A.11R.A36F.07,CESC,01,tumor,0.480261239
TCGA.C5.A7XC.01A.11R.A38B.07,CESC,01,tumor,0.53648448
TCGA.C5.A8XH.01A.11R.A37O.07,CESC,01,tumor,0.548997649
TCGA.C5.A8XI.01A.11R.A37O.07,CESC,01,tumor,0.600602944
TCGA.C5.A8XJ.01A.11R.A37O.07,CESC,01,tumor,0.594576011
TCGA.C5.A8XK.01A.11R.A37O.07,CESC,01,tumor,0.634673685
TCGA.C5.A8YQ.01A.11R.A37O.07,CESC,01,tumor,0.569893866
TCGA.C5.A8YR.01A.12R.A37O.07,CESC,01,tumor,0.70660936
TCGA.C5.A8YT.01A.11R.A37O.07,CESC,01,tumor,0.48551913
TCGA.C5.A8ZZ.01A.11R.A37O.07,CESC,01,tumor,0.657807418
TCGA.C5.A901.01A.11R.A37O.07,CESC,01,tumor,0.481902222
TCGA.C5.A902.01A.11R.A37O.07,CESC,01,tumor,0.606345506
TCGA.C5.A905.01A.11R.A37O.07,CESC,01,tumor,0.690434539
TCGA.C5.A907.01A.11R.A37O.07,CESC,01,tumor,0.584006589
TCGA.DG.A2KJ.01A.11R.A32Y.07,CESC,01,tumor,0.458756039
TCGA.DG.A2KK.01A.11R.A180.07,CESC,01,tumor,0.609170262
TCGA.DG.A2KL.01A.11R.A180.07,CESC,01,tumor,0.587515248
TCGA.DG.A2KM.01A.11R.A180.07,CESC,01,tumor,0.468644385
TCGA.DR.A0ZL.01A.11R.A10U.07,CESC,01,tumor,0.715461906
TCGA.DR.A0ZM.01A.12R.A10U.07,CESC,01,tumor,0.46172947
TCGA.DS.A0VK.01A.21R.A10U.07,CESC,01,tumor,0.52957893
TCGA.DS.A0VL.01A.21R.A10U.07,CESC,01,tumor,0.499734784
TCGA.DS.A0VM.01A.11R.A10U.07,CESC,01,tumor,0.622934189
TCGA.DS.A0VN.01A.21R.A10U.07,CESC,01,tumor,0.617670704
TCGA.DS.A1O9.01A.11R.A14Y.07,CESC,01,tumor,0.504724503
TCGA.DS.A1OA.01A.11R.A14Y.07,CESC,01,tumor,0.5722079
TCGA.DS.A1OB.01A.11R.A14Y.07,CESC,01,tumor,0.774547711
TCGA.DS.A1OC.01A.11R.A14Y.07,CESC,01,tumor,0.545624017
TCGA.DS.A1OD.01A.11R.A14Y.07,CESC,01,tumor,0.674634328
TCGA.DS.A3LQ.01A.21R.A21T.07,CESC,01,tumor,0.564449645
TCGA.DS.A5RQ.01A.11R.A28H.07,CESC,01,tumor,0.517662911
TCGA.DS.A7WF.01A.11R.A352.07,CESC,01,tumor,0.61314886
TCGA.DS.A7WH.01A.22R.A352.07,CESC,01,tumor,0.563796216
TCGA.DS.A7WI.01A.12R.A352.07,CESC,01,tumor,0.607000105
TCGA.EA.A1QS.01A.61R.A22U.07,CESC,01,tumor,0.41740951
TCGA.EA.A1QT.01A.11R.A14Y.07,CESC,01,tumor,0.734445401
TCGA.EA.A3HQ.01A.11R.A213.07,CESC,01,tumor,0.662473309
TCGA.EA.A3HR.01A.11R.A213.07,CESC,01,tumor,0.60135782
TCGA.EA.A3HS.01A.11R.A213.07,CESC,01,tumor,0.661148113
TCGA.EA.A3HT.01A.61R.A21T.07,CESC,01,tumor,0.447699783
TCGA.EA.A3HU.01A.11R.A213.07,CESC,01,tumor,0.56081993
TCGA.EA.A3QD.01A.32R.A22U.07,CESC,01,tumor,0.577587394
TCGA.EA.A3QE.01A.21R.A21T.07,CESC,01,tumor,0.516585903
TCGA.EA.A3Y4.01A.51R.A24H.07,CESC,01,tumor,0.683750865
TCGA.EA.A410.01A.11R.A32Y.07,CESC,01,tumor,0.703616625
TCGA.EA.A411.01A.11R.A24H.07,CESC,01,tumor,0.598573089
TCGA.EA.A439.01A.11R.A24H.07,CESC,01,tumor,0.607919204
TCGA.EA.A43B.01A.81R.A32Y.07,CESC,01,tumor,0.542283076
TCGA.EA.A44S.01A.12R.A26T.07,CESC,01,tumor,0.681044244
TCGA.EA.A4BA.01A.21R.A26T.07,CESC,01,tumor,0.514842068
TCGA.EA.A50E.01A.21R.A26T.07,CESC,01,tumor,0.549827971
TCGA.EA.A556.01A.11R.A26T.07,CESC,01,tumor,0.457599136
TCGA.EA.A5FO.01A.21R.A28H.07,CESC,01,tumor,0.722475852
TCGA.EA.A5O9.01A.11R.A28H.07,CESC,01,tumor,0.593708624
TCGA.EA.A5ZD.01A.11R.A28H.07,CESC,01,tumor,0.599085935
TCGA.EA.A5ZE.01A.11R.A28H.07,CESC,01,tumor,0.569322353
TCGA.EA.A5ZF.01A.11R.A28H.07,CESC,01,tumor,0.635858707
TCGA.EA.A6QX.01A.12R.A33Z.07,CESC,01,tumor,0.629551926
TCGA.EA.A78R.01A.11R.A32P.07,CESC,01,tumor,0.605212796
TCGA.EA.A97N.01A.11R.A38B.07,CESC,01,tumor,0.667506757
TCGA.EK.A2GZ.01A.11R.A180.07,CESC,01,tumor,0.491185538
TCGA.EK.A2H0.01A.11R.A180.07,CESC,01,tumor,0.69089673
TCGA.EK.A2H1.01A.11R.A180.07,CESC,01,tumor,0.493791227
TCGA.EK.A2IP.01A.11R.A180.07,CESC,01,tumor,0.562722196
TCGA.EK.A2IR.01A.11R.A180.07,CESC,01,tumor,0.853967522
TCGA.EK.A2PG.01A.11R.A18M.07,CESC,01,tumor,0.689686186
TCGA.EK.A2PI.01A.11R.A18M.07,CESC,01,tumor,0.67354607
TCGA.EK.A2PK.01A.11R.A18M.07,CESC,01,tumor,0.599241648
TCGA.EK.A2PL.01A.11R.A18M.07,CESC,01,tumor,0.551970088
TCGA.EK.A2PM.01A.11R.A18M.07,CESC,01,tumor,0.611065815
TCGA.EK.A2R7.01A.11R.A18M.07,CESC,01,tumor,0.690652604
TCGA.EK.A2R8.01A.21R.A18M.07,CESC,01,tumor,0.657640902
TCGA.EK.A2R9.01A.11R.A18M.07,CESC,01,tumor,0.527671184
TCGA.EK.A2RA.01A.11R.A18M.07,CESC,01,tumor,0.652951173
TCGA.EK.A2RB.01A.11R.A18M.07,CESC,01,tumor,0.653726129
TCGA.EK.A2RC.01A.11R.A18M.07,CESC,01,tumor,0.544037595
TCGA.EK.A2RE.01A.11R.A18M.07,CESC,01,tumor,0.513582584
TCGA.EK.A2RJ.01A.11R.A18M.07,CESC,01,tumor,0.629223251
TCGA.EK.A2RK.01A.11R.A18M.07,CESC,01,tumor,0.591451948
TCGA.EK.A2RL.01A.11R.A18M.07,CESC,01,tumor,0.675193643
TCGA.EK.A2RM.01A.21R.A18M.07,CESC,01,tumor,0.512580078
TCGA.EK.A2RN.01A.12R.A213.07,CESC,01,tumor,0.495143526
TCGA.EK.A2RO.01A.11R.A18M.07,CESC,01,tumor,0.547960516
TCGA.EK.A3GJ.01A.21R.A213.07,CESC,01,tumor,0.78645098
TCGA.EK.A3GK.01A.11R.A213.07,CESC,01,tumor,0.650198703
TCGA.EK.A3GM.01A.11R.A213.07,CESC,01,tumor,0.607621637
TCGA.EK.A3GN.01A.11R.A213.07,CESC,01,tumor,0.669361776
TCGA.EX.A1H5.01A.31R.A13Y.07,CESC,01,tumor,0.662197634
TCGA.EX.A1H6.01B.11R.A22U.07,CESC,01,tumor,0.506816351
TCGA.EX.A3L1.01A.11R.A32Y.07,CESC,01,tumor,0.451802224
TCGA.EX.A69L.01A.11R.A32P.07,CESC,01,tumor,0.506248284
TCGA.EX.A69M.01A.11R.A32P.07,CESC,01,tumor,0.640871171
TCGA.EX.A8YF.01A.11R.A37O.07,CESC,01,tumor,0.625472436
TCGA.FU.A23K.01A.11R.A16R.07,CESC,01,tumor,0.576975982
TCGA.FU.A23L.01A.11R.A16R.07,CESC,01,tumor,0.577967476
TCGA.FU.A2QG.01A.11R.A18M.07,CESC,01,tumor,0.599063345
TCGA.FU.A3EO.01A.11R.A213.07,CESC,01,tumor,0.489503559
TCGA.FU.A3HY.01A.11R.A21T.07,CESC,01,tumor,0.715104812
TCGA.FU.A3HZ.01A.11R.A213.07,CESC,01,tumor,0.527183786
TCGA.FU.A3NI.01A.11R.A21T.07,CESC,01,tumor,0.619711082
TCGA.FU.A3TQ.01A.11R.A22U.07,CESC,01,tumor,0.470334891
TCGA.FU.A3TX.01A.11R.A22U.07,CESC,01,tumor,0.637683832
TCGA.FU.A3WB.01A.11R.A22U.07,CESC,01,tumor,0.663282046
TCGA.FU.A3YQ.01A.11R.A22U.07,CESC,01,tumor,0.558198756
TCGA.FU.A40J.01A.11R.A24H.07,CESC,01,tumor,0.563573848
TCGA.FU.A57G.01A.11R.A26T.07,CESC,01,tumor,0.419522835
TCGA.FU.A5XV.01A.11R.A28H.07,CESC,01,tumor,0.615741919
TCGA.FU.A770.01A.11R.A33Z.07,CESC,01,tumor,0.570716356
TCGA.GH.A9DA.01A.21R.A37O.07,CESC,01,tumor,0.734377425
TCGA.HG.A2PA.01A.11R.A213.07,CESC,01,tumor,0.505865265
TCGA.HM.A3JJ.01A.21R.A21T.07,CESC,01,tumor,0.50758726
TCGA.HM.A3JK.01A.11R.A32Y.07,CESC,01,tumor,0.554609027
TCGA.HM.A4S6.01A.11R.A26T.07,CESC,01,tumor,0.675549865
TCGA.HM.A6W2.01A.21R.A33Z.07,CESC,01,tumor,0.579984372
TCGA.HM.A6W2.06A.22R.A33Z.07,CESC,06,tumor,0.587581353
TCGA.IR.A3L7.01A.21R.A213.07,CESC,01,tumor,0.619406458
TCGA.IR.A3LA.01A.11R.A22U.07,CESC,01,tumor,0.569905536
TCGA.IR.A3LB.01A.11R.A24H.07,CESC,01,tumor,0.407692717
TCGA.IR.A3LC.01A.11R.A213.07,CESC,01,tumor,0.644353658
TCGA.IR.A3LF.01A.21R.A22U.07,CESC,01,tumor,0.599514388
TCGA.IR.A3LH.01A.21R.A213.07,CESC,01,tumor,0.457151645
TCGA.IR.A3LI.01A.11R.A32Y.07,CESC,01,tumor,0.479708302
TCGA.IR.A3LK.01A.12R.A213.07,CESC,01,tumor,0.759200392
TCGA.IR.A3LL.01A.11R.A213.07,CESC,01,tumor,0.514532801
TCGA.JW.A5VG.01A.11R.A28H.07,CESC,01,tumor,0.604854909
TCGA.JW.A5VH.01A.11R.A28H.07,CESC,01,tumor,0.652259716
TCGA.JW.A5VI.01A.11R.A28H.07,CESC,01,tumor,0.573079554
TCGA.JW.A5VJ.01A.11R.A28H.07,CESC,01,tumor,0.590549634
TCGA.JW.A5VK.01A.11R.A28H.07,CESC,01,tumor,0.72043941
TCGA.JW.A69B.01A.11R.A32P.07,CESC,01,tumor,0.513494349
TCGA.JW.A852.01A.11R.A352.07,CESC,01,tumor,0.624492954
TCGA.JW.AAVH.01A.11R.A38B.07,CESC,01,tumor,0.693120075
TCGA.JX.A3PZ.01A.11R.A32Y.07,CESC,01,tumor,0.521102647
TCGA.JX.A3Q0.01A.11R.A32Y.07,CESC,01,tumor,0.676229279
TCGA.JX.A3Q8.01A.11R.A21T.07,CESC,01,tumor,0.61192502
TCGA.JX.A5QV.01A.22R.A28H.07,CESC,01,tumor,0.628509254
TCGA.LP.A4AU.01A.32R.A32Y.07,CESC,01,tumor,0.508744857
TCGA.LP.A4AV.01A.11R.A32Y.07,CESC,01,tumor,0.526794359
TCGA.LP.A4AW.01A.11R.A24H.07,CESC,01,tumor,0.472004904
TCGA.LP.A4AX.01A.12R.A24H.07,CESC,01,tumor,0.574629291
TCGA.LP.A5U2.01A.11R.A28H.07,CESC,01,tumor,0.687926433
TCGA.LP.A5U3.01A.11R.A28H.07,CESC,01,tumor,0.644177337
TCGA.LP.A7HU.01A.11R.A33Z.07,CESC,01,tumor,0.64380551
TCGA.MA.AA3W.01A.11R.A38B.07,CESC,01,tumor,0.66725707
TCGA.MA.AA3X.01A.22R.A42S.07,CESC,01,tumor,0.679120864
TCGA.MA.AA3Y.01A.11R.A38B.07,CESC,01,tumor,0.67536557
TCGA.MA.AA3Z.01A.11R.A38B.07,CESC,01,tumor,0.641752097
TCGA.MA.AA41.01A.11R.A38B.07,CESC,01,tumor,0.67594061
TCGA.MA.AA42.01A.12R.A38B.07,CESC,01,tumor,0.43343057
TCGA.MA.AA43.01A.11R.A42T.07,CESC,01,tumor,0.63829854
TCGA.MU.A51Y.01A.11R.A26T.07,CESC,01,tumor,0.525662655
TCGA.MU.A5YI.01A.11R.A32P.07,CESC,01,tumor,0.552364647
TCGA.MU.A8JM.01A.11R.A36F.07,CESC,01,tumor,0.541685229
TCGA.MY.A5BD.01A.11R.A26T.07,CESC,01,tumor,0.563549662
TCGA.MY.A5BE.01A.21R.A26T.07,CESC,01,tumor,0.52200314
TCGA.MY.A5BF.01A.11R.A26T.07,CESC,01,tumor,0.58966197
TCGA.MY.A913.01A.11R.A37O.07,CESC,01,tumor,0.541292639
TCGA.PN.A8MA.01A.11R.A36F.07,CESC,01,tumor,0.707242136
TCGA.Q1.A5R1.01A.11R.A28H.07,CESC,01,tumor,0.611438808
TCGA.Q1.A5R2.01A.11R.A28H.07,CESC,01,tumor,0.587394801
TCGA.Q1.A5R3.01A.11R.A28H.07,CESC,01,tumor,0.41167732
TCGA.Q1.A6DT.01A.11R.A32P.07,CESC,01,tumor,0.657781489
TCGA.Q1.A6DV.01A.11R.A32P.07,CESC,01,tumor,0.651444076
TCGA.Q1.A6DW.01A.11R.A32P.07,CESC,01,tumor,0.702737418
TCGA.Q1.A73O.01A.11R.A32P.07,CESC,01,tumor,0.655807261
TCGA.Q1.A73P.01A.11R.A32P.07,CESC,01,tumor,0.57034792
TCGA.Q1.A73Q.01A.21R.A32P.07,CESC,01,tumor,0.696078594
TCGA.Q1.A73R.01A.11R.A33Z.07,CESC,01,tumor,0.809371536
TCGA.Q1.A73S.01A.11R.A33Z.07,CESC,01,tumor,0.771979285
TCGA.R2.A69V.01A.11R.A32P.07,CESC,01,tumor,0.442853596
TCGA.RA.A741.01A.11R.A33Z.07,CESC,01,tumor,0.432486046
TCGA.UC.A7PD.01A.11R.A352.07,CESC,01,tumor,0.680527352
TCGA.UC.A7PF.01A.11R.A352.07,CESC,01,tumor,0.51021105
TCGA.UC.A7PG.01A.11R.A42S.07,CESC,01,tumor,0.613589728
TCGA.UC.A7PG.06A.11R.A42S.07,CESC,06,tumor,0.720531809
TCGA.UC.A7PI.01A.11R.A42S.07,CESC,01,tumor,0.600873714
TCGA.VS.A8EB.01A.11R.A36F.07,CESC,01,tumor,0.679985839
TCGA.VS.A8EC.01A.11R.A36F.07,CESC,01,tumor,0.658605798
TCGA.VS.A8EG.01A.11R.A36F.07,CESC,01,tumor,0.592369282
TCGA.VS.A8EH.01A.11R.A36F.07,CESC,01,tumor,0.55281814
TCGA.VS.A8EI.01A.11R.A37O.07,CESC,01,tumor,0.503756299
TCGA.VS.A8EJ.01A.11R.A37O.07,CESC,01,tumor,0.53928552
TCGA.VS.A8EK.01A.12R.A37O.07,CESC,01,tumor,0.625228947
TCGA.VS.A8EL.01A.11R.A37O.07,CESC,01,tumor,0.516504385
TCGA.VS.A8Q8.01A.11R.A37O.07,CESC,01,tumor,0.490612443
TCGA.VS.A8Q9.01A.12R.A37O.07,CESC,01,tumor,0.637398268
TCGA.VS.A8QA.01A.11R.A37O.07,CESC,01,tumor,0.729911685
TCGA.VS.A8QC.01A.11R.A37O.07,CESC,01,tumor,0.589416334
TCGA.VS.A8QF.01A.21R.A37O.07,CESC,01,tumor,0.581539154
TCGA.VS.A8QH.01A.11R.A37O.07,CESC,01,tumor,0.556076363
TCGA.VS.A8QM.01A.11R.A37O.07,CESC,01,tumor,0.446633701
TCGA.VS.A94W.01A.12R.A37O.07,CESC,01,tumor,0.614256142
TCGA.VS.A94X.01A.11R.A38B.07,CESC,01,tumor,0.605094619
TCGA.VS.A94Y.01A.11R.A38B.07,CESC,01,tumor,0.48442683
TCGA.VS.A94Z.01A.11R.A38B.07,CESC,01,tumor,0.584211262
TCGA.VS.A950.01A.11R.A42T.07,CESC,01,tumor,0.589340994
TCGA.VS.A952.01A.11R.A38B.07,CESC,01,tumor,0.691494765
TCGA.VS.A953.01A.11R.A38B.07,CESC,01,tumor,0.872676933
TCGA.VS.A954.01A.11R.A38B.07,CESC,01,tumor,0.60694869
TCGA.VS.A957.01A.11R.A42T.07,CESC,01,tumor,0.680020291
TCGA.VS.A958.01A.11R.A42T.07,CESC,01,tumor,0.705794599
TCGA.VS.A959.01A.11R.A42T.07,CESC,01,tumor,0.499665484
TCGA.VS.A9U5.01A.11R.A42T.07,CESC,01,tumor,0.686941717
TCGA.VS.A9U6.01A.11R.A42T.07,CESC,01,tumor,0.474140059
TCGA.VS.A9U7.01A.11R.A42T.07,CESC,01,tumor,0.583180214
TCGA.VS.A9UB.01A.22R.A42T.07,CESC,01,tumor,0.532187274
TCGA.VS.A9UC.01A.11R.A42T.07,CESC,01,tumor,0.658634096
TCGA.VS.A9UD.01A.11R.A42T.07,CESC,01,tumor,0.541887969
TCGA.VS.A9UH.01A.11R.A42T.07,CESC,01,tumor,0.496216804
TCGA.VS.A9UI.01A.11R.A42T.07,CESC,01,tumor,0.584508191
TCGA.VS.A9UJ.01A.11R.A42T.07,CESC,01,tumor,0.535038361
TCGA.VS.A9UL.01A.11R.A42T.07,CESC,01,tumor,0.70720791
TCGA.VS.A9UM.01A.11R.A42T.07,CESC,01,tumor,0.505049483
TCGA.VS.A9UO.01A.11R.A42T.07,CESC,01,tumor,0.634563681
TCGA.VS.A9UP.01A.11R.A42T.07,CESC,01,tumor,0.692640044
TCGA.VS.A9UQ.01A.21R.A42T.07,CESC,01,tumor,0.506544854
TCGA.VS.A9UR.01A.11R.A42T.07,CESC,01,tumor,0.588124155
TCGA.VS.A9UT.01A.11R.A42T.07,CESC,01,tumor,0.390615706
TCGA.VS.A9UU.01A.11R.A42T.07,CESC,01,tumor,0.534019966
TCGA.VS.A9UV.01A.11R.A42T.07,CESC,01,tumor,0.674096384
TCGA.VS.A9UY.01A.11R.A42T.07,CESC,01,tumor,0.780564217
TCGA.VS.A9UZ.01A.11R.A42T.07,CESC,01,tumor,0.529896164
TCGA.VS.A9V0.01A.11R.A42T.07,CESC,01,tumor,0.494265972
TCGA.VS.A9V1.01A.11R.A42T.07,CESC,01,tumor,0.537102772
TCGA.VS.A9V2.01A.11R.A42T.07,CESC,01,tumor,0.55858572
TCGA.VS.A9V3.01A.11R.A42T.07,CESC,01,tumor,0.696558478
TCGA.VS.A9V4.01A.12R.A42T.07,CESC,01,tumor,0.597847276
TCGA.VS.A9V5.01A.11R.A42T.07,CESC,01,tumor,0.577452978
TCGA.VS.AA62.01A.11R.A42T.07,CESC,01,tumor,0.603171252
TCGA.WL.A834.01A.11R.A352.07,CESC,01,tumor,0.691155111
TCGA.XS.A8TJ.01A.11R.A36F.07,CESC,01,tumor,0.723613481
TCGA.ZJ.A8QO.01A.11R.A37O.07,CESC,01,tumor,0.606273296
TCGA.ZJ.A8QQ.01A.11R.A37O.07,CESC,01,tumor,0.650275838
TCGA.ZJ.A8QR.01A.11R.A37O.07,CESC,01,tumor,0.591127852
TCGA.ZJ.AAX4.01A.11R.A42T.07,CESC,01,tumor,0.525232826
TCGA.ZJ.AAX8.01A.11R.A42T.07,CESC,01,tumor,0.548868219
TCGA.ZJ.AAXA.01A.11R.A42T.07,CESC,01,tumor,0.738273768
TCGA.ZJ.AAXB.01A.11R.A42T.07,CESC,01,tumor,0.967092389
TCGA.ZJ.AAXD.01A.21R.A42T.07,CESC,01,tumor,0.680670467
TCGA.ZJ.AAXF.01A.31R.A42T.07,CESC,01,tumor,0.468480751
TCGA.ZJ.AAXI.01A.11R.A42T.07,CESC,01,tumor,0.657746258
TCGA.ZJ.AAXJ.01A.11R.A42T.07,CESC,01,tumor,0.638941173
TCGA.ZJ.AAXN.01A.11R.A42T.07,CESC,01,tumor,0.604083724
TCGA.ZJ.AAXT.01A.11R.A42T.07,CESC,01,tumor,0.607057346
TCGA.ZJ.AAXU.01A.11R.A42T.07,CESC,01,tumor,0.621986861
TCGA.ZJ.AB0H.01A.11R.A42T.07,CESC,01,tumor,0.532000104
TCGA.ZJ.AB0I.01A.11R.A42T.07,CESC,01,tumor,0.562630433
TCGA.ZX.AA5X.01A.11R.A42T.07,CESC,01,tumor,0.430384145
TCGA.W5.AA2I.11A.11R.A41I.07,CHOL,11,normal,0.153751018
TCGA.W5.AA2Q.11A.11R.A41I.07,CHOL,11,normal,0.127378349
TCGA.W5.AA2R.11A.11R.A41I.07,CHOL,11,normal,0.108469512
TCGA.W5.AA2U.11A.11R.A41I.07,CHOL,11,normal,0.153972127
TCGA.W5.AA2X.11A.11R.A41I.07,CHOL,11,normal,0.172614272
TCGA.W5.AA30.11A.11R.A41I.07,CHOL,11,normal,0.139673152
TCGA.W5.AA31.11A.11R.A41I.07,CHOL,11,normal,0.145256068
TCGA.W5.AA34.11A.11R.A41I.07,CHOL,11,normal,0.167171479
TCGA.ZU.A8S4.11A.11R.A41I.07,CHOL,11,normal,0.124053079
TCGA.3X.AAV9.01A.72R.A41I.07,CHOL,01,tumor,0.248002199
TCGA.3X.AAVA.01A.11R.A41I.07,CHOL,01,tumor,0.398909378
